net,length_um
cpu_core.regfile_inst.regs\[30\]\[0\],17.265µm
cpu_core.regfile_inst.regs\[24\]\[19\],17.26µm
cpu_core.regfile_inst.regs\[28\]\[5\],17.26µm
cpu_core.regfile_inst.regs\[9\]\[24\],17.26µm
_00019_,17.24µm
_02794_,17.24µm
_03611_,17.24µm
_01876_,17.22µm
_01979_,17.22µm
cpu_core.regfile_inst.regs\[13\]\[24\],17.22µm
cpu_core.regfile_inst.regs\[25\]\[21\],17.22µm
cpu_core.regfile_inst.regs\[0\]\[23\],17.21µm
_02427_,17.2µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[16\],17.2µm
cpu_core.regfile_inst.regs\[30\]\[2\],17.195µm
_02562_,17.18µm
_04258_,17.18µm
_05285_,17.18µm
cpu_core.regfile_inst.regs\[11\]\[19\],17.18µm
cpu_core.regfile_inst.regs\[23\]\[15\],17.18µm
cpu_core.regfile_inst.regs\[3\]\[26\],17.18µm
net1396,17.16µm
cpu_core.regfile_inst.regs\[11\]\[21\],17.16µm
cpu_core.regfile_inst.regs\[16\]\[20\],17.16µm
cpu_core.regfile_inst.regs\[19\]\[28\],17.16µm
cpu_core.regfile_inst.regs\[23\]\[19\],17.16µm
cpu_core.regfile_inst.regs\[2\]\[5\],17.155µm
_01200_,17.145µm
_03730_,17.14µm
cpu_core.regfile_inst.regs\[28\]\[7\],17.14µm
cpu_core.regfile_inst.regs\[8\]\[18\],17.14µm
_03468_,17.1µm
cpu_core.regfile_inst.regs\[19\]\[17\],17.1µm
cpu_core.regfile_inst.regs\[21\]\[23\],17.1µm
_03008_,17.08µm
cpu_core.regfile_inst.regs\[3\]\[19\],17.08µm
cpu_core.regfile_inst.regs\[8\]\[24\],17.08µm
_02265_,17.06µm
_03366_,17.06µm
_04606_,17.06µm
cpu_core.regfile_inst.regs\[0\]\[19\],17.06µm
cpu_core.regfile_inst.regs\[25\]\[8\],17.06µm
cpu_core.regfile_inst.regs\[8\]\[28\],17.06µm
cpu_core.regfile_inst.regs\[15\]\[4\],17.05µm
cpu_core.regfile_inst.regs\[18\]\[3\],17.035µm
_04118_,17.02µm
_04612_,17.02µm
_04742_,17.02µm
_04894_,17.02µm
cpu_core.ex_stage_inst.rs1_data_ex\[3\],17.02µm
cpu_core.regfile_inst.regs\[7\]\[12\],17.02µm
_00189_,17µm
_00033_,16.985µm
_03449_,16.98µm
cpu_core.regfile_inst.regs\[6\]\[12\],16.965µm
_04781_,16.96µm
cpu_core.regfile_inst.regs\[27\]\[21\],16.94µm
cpu_core.regfile_inst.regs\[28\]\[22\],16.94µm
cpu_core.regfile_inst.regs\[7\]\[14\],16.94µm
cpu_core.regfile_inst.regs\[6\]\[28\],16.93µm
cpu_core.regfile_inst.regs\[31\]\[27\],16.915µm
cpu_core.regfile_inst.regs\[10\]\[25\],16.91µm
_04994_,16.9µm
cpu_core.regfile_inst.regs\[29\]\[12\],16.9µm
cpu_core.regfile_inst.regs\[7\]\[8\],16.9µm
_03355_,16.88µm
_03204_,16.87µm
_01233_,16.845µm
_02472_,16.84µm
_02645_,16.84µm
cpu_core.regfile_inst.regs\[30\]\[25\],16.83µm
cpu_core.id_ex_reg_inst.pc_in\[10\],16.82µm
cpu_core.regfile_inst.regs\[26\]\[6\],16.81µm
_04537_,16.805µm
_02386_,16.8µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[4\],16.78µm
cpu_core.regfile_inst.regs\[14\]\[28\],16.78µm
cpu_core.regfile_inst.regs\[9\]\[8\],16.78µm
_01765_,16.76µm
_02912_,16.76µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[25\],16.76µm
cpu_core.regfile_inst.regs\[0\]\[3\],16.76µm
cpu_core.regfile_inst.regs\[11\]\[8\],16.76µm
cpu_core.regfile_inst.regs\[13\]\[2\],16.76µm
cpu_core.regfile_inst.regs\[1\]\[19\],16.76µm
cpu_core.ex_stage_inst.rs1_data_ex\[20\],16.735µm
_04047_,16.72µm
cpu_core.regfile_inst.regs\[16\]\[30\],16.72µm
cpu_core.regfile_inst.regs\[27\]\[28\],16.72µm
_02723_,16.7µm
_04558_,16.7µm
_02251_,16.68µm
_02677_,16.68µm
_02757_,16.68µm
_04805_,16.68µm
cpu_core.regfile_inst.regs\[23\]\[23\],16.68µm
cpu_core.regfile_inst.regs\[29\]\[23\],16.68µm
cpu_core.regfile_inst.regs\[31\]\[16\],16.68µm
cpu_core.regfile_inst.regs\[5\]\[2\],16.68µm
_05143_,16.66µm
cpu_core.regfile_inst.regs\[15\]\[7\],16.64µm
cpu_core.regfile_inst.regs\[0\]\[17\],16.6µm
cpu_core.regfile_inst.regs\[16\]\[13\],16.6µm
_03774_,16.56µm
_05196_,16.56µm
cpu_core.regfile_inst.regs\[21\]\[27\],16.56µm
_02813_,16.54µm
cpu_core.regfile_inst.regs\[23\]\[25\],16.54µm
cpu_core.regfile_inst.regs\[2\]\[27\],16.53µm
_04903_,16.5µm
cpu_core.regfile_inst.regs\[22\]\[0\],16.49µm
_03057_,16.48µm
cpu_core.regfile_inst.regs\[26\]\[13\],16.47µm
_03939_,16.46µm
cpu_core.regfile_inst.regs\[24\]\[6\],16.46µm
_03636_,16.445µm
cpu_core.regfile_inst.regs\[19\]\[3\],16.44µm
cpu_core.regfile_inst.regs\[2\]\[23\],16.43µm
_03003_,16.42µm
_04372_,16.42µm
cpu_core.regfile_inst.regs\[22\]\[26\],16.39µm
cpu_core.regfile_inst.regs\[2\]\[22\],16.39µm
_02612_,16.38µm
_03108_,16.38µm
_02492_,16.37µm
_00582_,16.36µm
cpu_core.regfile_inst.regs\[22\]\[16\],16.355µm
cpu_core.regfile_inst.regs\[13\]\[29\],16.34µm
cpu_core.regfile_inst.regs\[21\]\[22\],16.34µm
cpu_core.regfile_inst.regs\[7\]\[30\],16.34µm
cpu_core.regfile_inst.regs\[9\]\[13\],16.34µm
dmem_dout\[24\],16.31µm
cpu_core.regfile_inst.regs\[27\]\[6\],16.3µm
cpu_core.regfile_inst.regs\[29\]\[17\],16.3µm
cpu_core.regfile_inst.regs\[29\]\[18\],16.3µm
cpu_core.regfile_inst.regs\[9\]\[29\],16.3µm
_03312_,16.28µm
cpu_core.regfile_inst.regs\[0\]\[12\],16.28µm
cpu_core.regfile_inst.regs\[27\]\[16\],16.28µm
cpu_core.regfile_inst.regs\[4\]\[30\],16.28µm
cpu_core.regfile_inst.regs\[9\]\[21\],16.28µm
_03846_,16.26µm
cpu_core.regfile_inst.regs\[22\]\[14\],16.26µm
cpu_core.regfile_inst.regs\[27\]\[30\],16.26µm
cpu_core.regfile_inst.regs\[31\]\[10\],16.26µm
cpu_core.regfile_inst.regs\[8\]\[31\],16.26µm
_01263_,16.245µm
cpu_core.regfile_inst.regs\[20\]\[14\],16.24µm
cpu_core.regfile_inst.regs\[3\]\[29\],16.24µm
_03848_,16.23µm
_00170_,16.22µm
_03092_,16.22µm
cpu_core.regfile_inst.regs\[13\]\[12\],16.22µm
cpu_core.regfile_inst.regs\[19\]\[10\],16.22µm
cpu_core.regfile_inst.regs\[3\]\[3\],16.22µm
_02799_,16.2µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[4\],16.2µm
cpu_core.regfile_inst.regs\[13\]\[19\],16.18µm
cpu_core.regfile_inst.regs\[16\]\[24\],16.18µm
cpu_core.regfile_inst.regs\[14\]\[2\],16.175µm
cpu_core.regfile_inst.regs\[18\]\[12\],16.175µm
_02148_,16.16µm
_04275_,16.16µm
cpu_core.regfile_inst.regs\[10\]\[15\],16.155µm
_03237_,16.14µm
cpu_core.id_ex_reg_inst.pc_in\[31\],16.14µm
cpu_core.regfile_inst.regs\[11\]\[18\],16.14µm
cpu_core.regfile_inst.regs\[18\]\[31\],16.135µm
_03938_,16.12µm
cpu_core.regfile_inst.regs\[23\]\[12\],16.12µm
_03075_,16.1µm
_04143_,16.1µm
_05055_,16.1µm
_02679_,16.08µm
cpu_core.regfile_inst.regs\[22\]\[4\],16.07µm
cpu_core.regfile_inst.regs\[6\]\[22\],16.045µm
_02176_,16.04µm
cpu_core.regfile_inst.regs\[10\]\[21\],16.03µm
_01101_,16.025µm
_02409_,16.02µm
_04393_,16µm
_03101_,15.98µm
_04676_,15.98µm
cpu_core.regfile_inst.regs\[0\]\[7\],15.98µm
_04949_,15.96µm
cpu_core.regfile_inst.regs\[28\]\[3\],15.96µm
cpu_core.regfile_inst.regs\[14\]\[18\],15.95µm
_02783_,15.94µm
cpu_core.regfile_inst.regs\[9\]\[11\],15.94µm
cpu_core.regfile_inst.regs\[14\]\[24\],15.91µm
cpu_core.regfile_inst.regs\[28\]\[10\],15.9µm
_04636_,15.88µm
cpu_core.regfile_inst.regs\[25\]\[28\],15.88µm
cpu_core.regfile_inst.regs\[7\]\[22\],15.88µm
cpu_core.regfile_inst.regs\[15\]\[8\],15.86µm
cpu_core.regfile_inst.regs\[16\]\[29\],15.86µm
cpu_core.regfile_inst.regs\[8\]\[12\],15.86µm
cpu_core.regfile_inst.regs\[9\]\[16\],15.86µm
_03031_,15.84µm
_03151_,15.84µm
_03891_,15.84µm
cpu_core.regfile_inst.regs\[17\]\[26\],15.84µm
cpu_core.regfile_inst.regs\[9\]\[2\],15.84µm
cpu_core.regfile_inst.regs\[20\]\[6\],15.82µm
cpu_core.regfile_inst.regs\[8\]\[29\],15.82µm
cpu_core.regfile_inst.regs\[6\]\[3\],15.815µm
_02669_,15.8µm
_04830_,15.8µm
cpu_core.regfile_inst.regs\[11\]\[0\],15.8µm
cpu_core.regfile_inst.regs\[17\]\[30\],15.8µm
cpu_core.regfile_inst.regs\[17\]\[31\],15.8µm
cpu_core.regfile_inst.regs\[1\]\[18\],15.8µm
cpu_core.regfile_inst.regs\[10\]\[19\],15.795µm
_02173_,15.78µm
_02823_,15.78µm
_03188_,15.78µm
cpu_core.regfile_inst.regs\[11\]\[1\],15.78µm
cpu_core.regfile_inst.regs\[23\]\[11\],15.78µm
cpu_core.regfile_inst.regs\[27\]\[5\],15.78µm
_05010_,15.76µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[24\],15.76µm
cpu_core.regfile_inst.regs\[25\]\[27\],15.74µm
cpu_core.regfile_inst.regs\[4\]\[20\],15.74µm
cpu_core.regfile_inst.regs\[4\]\[5\],15.73µm
_04452_,15.72µm
cpu_core.regfile_inst.regs\[20\]\[7\],15.72µm
cpu_core.regfile_inst.regs\[5\]\[0\],15.72µm
_04128_,15.68µm
cpu_core.regfile_inst.regs\[20\]\[18\],15.66µm
_02150_,15.645µm
_02015_,15.64µm
cpu_core.regfile_inst.regs\[21\]\[7\],15.64µm
_02887_,15.62µm
cpu_core.regfile_inst.regs\[23\]\[24\],15.62µm
cpu_core.regfile_inst.regs\[14\]\[15\],15.61µm
_03110_,15.6µm
cpu_core.regfile_inst.regs\[4\]\[23\],15.6µm
_02417_,15.58µm
_03225_,15.58µm
cpu_core.alu_result_mem\[9\],15.58µm
cpu_core.regfile_inst.regs\[24\]\[21\],15.58µm
cpu_core.regfile_inst.regs\[26\]\[16\],15.575µm
_02233_,15.56µm
_02414_,15.56µm
_02734_,15.56µm
_04883_,15.56µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[19\],15.56µm
cpu_core.regfile_inst.regs\[17\]\[7\],15.56µm
_04762_,15.54µm
cpu_core.regfile_inst.regs\[27\]\[3\],15.52µm
cpu_core.regfile_inst.regs\[13\]\[7\],15.5µm
cpu_core.id_ex_reg_inst.pc_in\[11\],15.48µm
cpu_core.regfile_inst.regs\[22\]\[30\],15.48µm
cpu_core.regfile_inst.regs\[6\]\[24\],15.465µm
cpu_core.regfile_inst.regs\[20\]\[5\],15.46µm
cpu_core.regfile_inst.regs\[29\]\[29\],15.46µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[31\],15.44µm
cpu_core.regfile_inst.regs\[13\]\[23\],15.44µm
cpu_core.regfile_inst.regs\[7\]\[24\],15.44µm
_03153_,15.42µm
_04794_,15.42µm
cpu_core.regfile_inst.regs\[17\]\[23\],15.42µm
cpu_core.regfile_inst.regs\[20\]\[12\],15.42µm
cpu_core.regfile_inst.regs\[0\]\[2\],15.4µm
cpu_core.regfile_inst.regs\[12\]\[25\],15.4µm
cpu_core.regfile_inst.regs\[15\]\[0\],15.4µm
_01988_,15.38µm
_02264_,15.38µm
_04313_,15.38µm
_04471_,15.38µm
_05110_,15.38µm
cpu_core.regfile_inst.regs\[13\]\[1\],15.38µm
cpu_core.regfile_inst.regs\[17\]\[10\],15.38µm
_03241_,15.36µm
_02241_,15.34µm
cpu_core.regfile_inst.regs\[6\]\[11\],15.325µm
_02640_,15.32µm
cpu_core.regfile_inst.regs\[3\]\[14\],15.32µm
_04100_,15.3µm
cpu_core.regfile_inst.regs\[13\]\[3\],15.3µm
cpu_core.regfile_inst.regs\[16\]\[5\],15.3µm
cpu_core.regfile_inst.regs\[17\]\[8\],15.3µm
cpu_core.regfile_inst.regs\[21\]\[31\],15.3µm
cpu_core.regfile_inst.regs\[5\]\[22\],15.3µm
cpu_core.regfile_inst.regs\[7\]\[7\],15.3µm
cpu_core.regfile_inst.regs\[8\]\[16\],15.3µm
_03945_,15.28µm
cpu_core.regfile_inst.regs\[26\]\[2\],15.275µm
_04425_,15.26µm
_05185_,15.26µm
cpu_core.regfile_inst.regs\[26\]\[26\],15.25µm
dmem_dout\[26\],15.25µm
_02555_,15.24µm
_03421_,15.24µm
_02455_,15.22µm
_02743_,15.22µm
_04241_,15.22µm
_03095_,15.2µm
_03619_,15.18µm
_02287_,15.14µm
_04892_,15.14µm
_04096_,15.12µm
cpu_core.regfile_inst.regs\[26\]\[24\],15.11µm
_02335_,15.1µm
cpu_core.regfile_inst.regs\[4\]\[21\],15.1µm
cpu_core.regfile_inst.regs\[10\]\[11\],15.07µm
cpu_core.ex_stage_inst.alu_control_inst.funct7_5,15.06µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[24\],15.06µm
cpu_core.regfile_inst.regs\[21\]\[29\],15.06µm
cpu_core.regfile_inst.regs\[29\]\[22\],15.06µm
net1395,15.05µm
cpu_core.regfile_inst.regs\[14\]\[19\],15.05µm
_01007_,15.045µm
net1401,15.01µm
_04911_,15µm
_03708_,14.98µm
cpu_core.regfile_inst.regs\[15\]\[18\],14.98µm
cpu_core.regfile_inst.regs\[31\]\[11\],14.98µm
cpu_core.ex_stage_inst.rs1_data_ex\[18\],14.96µm
cpu_core.regfile_inst.regs\[16\]\[12\],14.96µm
_03646_,14.94µm
_04467_,14.94µm
cpu_core.id_ex_reg_inst.pc_in\[21\],14.92µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[29\],14.92µm
cpu_core.regfile_inst.regs\[25\]\[29\],14.92µm
cpu_core.regfile_inst.regs\[9\]\[30\],14.92µm
_00167_,14.9µm
_02906_,14.9µm
cpu_core.id_ex_reg_inst.pc_in\[29\],14.9µm
cpu_core.regfile_inst.regs\[25\]\[18\],14.9µm
cpu_core.regfile_inst.regs\[5\]\[20\],14.9µm
cpu_core.regfile_inst.regs\[22\]\[23\],14.885µm
_01810_,14.88µm
_02752_,14.88µm
_03088_,14.88µm
_03460_,14.88µm
_04910_,14.88µm
cpu_core.regfile_inst.regs\[22\]\[24\],14.87µm
cpu_core.regfile_inst.regs\[31\]\[17\],14.86µm
_04148_,14.84µm
cpu_core.regfile_inst.regs\[16\]\[27\],14.84µm
cpu_core.regfile_inst.regs\[5\]\[30\],14.84µm
_02347_,14.82µm
_04763_,14.82µm
cpu_core.regfile_inst.regs\[22\]\[10\],14.82µm
_02177_,14.8µm
_03213_,14.8µm
_04402_,14.8µm
_05186_,14.8µm
cpu_core.regfile_inst.regs\[25\]\[13\],14.8µm
cpu_core.regfile_inst.regs\[5\]\[14\],14.8µm
_02702_,14.78µm
_03236_,14.78µm
_02218_,14.76µm
cpu_core.id_ex_reg_inst.pc_in\[22\],14.76µm
cpu_core.regfile_inst.regs\[28\]\[16\],14.76µm
_02862_,14.72µm
cpu_core.regfile_inst.regs\[2\]\[14\],14.715µm
cpu_core.regfile_inst.regs\[16\]\[4\],14.7µm
_01430_,14.695µm
cpu_core.regfile_inst.regs\[30\]\[4\],14.69µm
_05096_,14.68µm
cpu_core.id_ex_reg_inst.pc_in\[27\],14.68µm
cpu_core.id_ex_reg_inst.pc_in\[7\],14.68µm
_05021_,14.66µm
cpu_core.regfile_inst.regs\[11\]\[23\],14.66µm
_02769_,14.65µm
cpu_core.regfile_inst.regs\[6\]\[7\],14.65µm
cpu_core.regfile_inst.regs\[11\]\[15\],14.64µm
cpu_core.regfile_inst.regs\[16\]\[7\],14.64µm
cpu_core.regfile_inst.regs\[1\]\[16\],14.64µm
cpu_core.regfile_inst.regs\[20\]\[21\],14.64µm
_02384_,14.62µm
_03252_,14.6µm
_05149_,14.6µm
cpu_core.regfile_inst.regs\[17\]\[1\],14.6µm
cpu_core.regfile_inst.regs\[27\]\[10\],14.6µm
cpu_core.regfile_inst.regs\[8\]\[0\],14.6µm
dmem_dout\[25\],14.59µm
_00861_,14.585µm
_00041_,14.58µm
cpu_core.regfile_inst.regs\[29\]\[9\],14.58µm
prog_data[16],14.58µm
_02682_,14.56µm
cpu_core.regfile_inst.regs\[29\]\[14\],14.56µm
cpu_core.regfile_inst.regs\[26\]\[10\],14.545µm
_02324_,14.54µm
_03799_,14.54µm
cpu_core.regfile_inst.regs\[6\]\[21\],14.53µm
cpu_core.regfile_inst.regs\[4\]\[22\],14.52µm
cpu_core.regfile_inst.regs\[20\]\[1\],14.5µm
cpu_core.regfile_inst.regs\[28\]\[15\],14.5µm
cpu_core.regfile_inst.regs\[29\]\[7\],14.5µm
_03099_,14.48µm
cpu_core.regfile_inst.regs\[13\]\[11\],14.48µm
cpu_core.regfile_inst.regs\[20\]\[23\],14.48µm
cpu_core.regfile_inst.regs\[28\]\[19\],14.48µm
_02470_,14.46µm
_04601_,14.46µm
_05183_,14.46µm
cpu_core.regfile_inst.regs\[1\]\[15\],14.46µm
cpu_core.regfile_inst.regs\[5\]\[10\],14.46µm
dmem_dout\[17\],14.43µm
_00113_,14.42µm
_01932_,14.42µm
_04309_,14.42µm
_03561_,14.4µm
cpu_core.regfile_inst.regs\[4\]\[13\],14.4µm
dmem_dout\[27\],14.39µm
_04091_,14.38µm
_04186_,14.38µm
_04609_,14.38µm
_04616_,14.38µm
cpu_core.regfile_inst.regs\[13\]\[8\],14.38µm
_01547_,14.375µm
_02889_,14.36µm
_03527_,14.36µm
_02197_,14.34µm
_04335_,14.34µm
cpu_core.regfile_inst.regs\[15\]\[5\],14.34µm
cpu_core.regfile_inst.regs\[10\]\[1\],14.33µm
_05068_,14.3µm
cpu_core.regfile_inst.regs\[13\]\[5\],14.3µm
cpu_core.regfile_inst.regs\[7\]\[19\],14.3µm
_05214_,14.28µm
net1397,14.27µm
_03446_,14.26µm
cpu_core.regfile_inst.regs\[29\]\[2\],14.26µm
cpu_core.regfile_inst.regs\[5\]\[29\],14.26µm
_03724_,14.24µm
_04793_,14.24µm
cpu_core.regfile_inst.regs\[9\]\[18\],14.24µm
_03065_,14.22µm
_04142_,14.22µm
_05194_,14.22µm
cpu_core.regfile_inst.regs\[15\]\[13\],14.22µm
cpu_core.regfile_inst.regs\[28\]\[2\],14.22µm
cpu_core.regfile_inst.regs\[6\]\[8\],14.21µm
_02201_,14.2µm
_02453_,14.2µm
cpu_core.regfile_inst.regs\[2\]\[31\],14.195µm
_03323_,14.18µm
_03669_,14.18µm
cpu_core.regfile_inst.regs\[16\]\[25\],14.18µm
_02494_,14.16µm
_03242_,14.16µm
_04628_,14.14µm
_04843_,14.12µm
cpu_core.regfile_inst.regs\[17\]\[9\],14.12µm
cpu_core.regfile_inst.regs\[15\]\[6\],14.11µm
_03021_,14.1µm
cpu_core.id_ex_reg_inst.pc_in\[16\],14.1µm
_03064_,14.08µm
_05310_,14.08µm
cpu_core.regfile_inst.regs\[31\]\[14\],14.06µm
_02294_,14.04µm
_03185_,14.04µm
_04216_,14.04µm
_04483_,14.04µm
cpu_core.regfile_inst.regs\[0\]\[8\],14.04µm
cpu_core.regfile_inst.regs\[17\]\[19\],14.04µm
cpu_core.regfile_inst.regs\[5\]\[7\],14.04µm
_03412_,14µm
_03886_,14µm
_04783_,14µm
cpu_core.alu_result_wb\[14\],14µm
cpu_core.regfile_inst.regs\[1\]\[14\],14µm
cpu_core.regfile_inst.regs\[20\]\[17\],14µm
_02657_,13.98µm
cpu_core.id_ex_reg_inst.pc_in\[5\],13.98µm
cpu_core.regfile_inst.regs\[29\]\[15\],13.98µm
cpu_core.regfile_inst.regs\[9\]\[22\],13.98µm
_00934_,13.965µm
_02068_,13.96µm
_04600_,13.96µm
cpu_core.ex_stage_inst.rs1_data_ex\[9\],13.96µm
cpu_core.regfile_inst.regs\[28\]\[30\],13.96µm
cpu_core.id_ex_reg_inst.pc_in\[23\],13.94µm
_00087_,13.92µm
cpu_core.regfile_inst.regs\[1\]\[22\],13.92µm
cpu_core.regfile_inst.regs\[25\]\[16\],13.92µm
cpu_core.regfile_inst.regs\[19\]\[30\],13.9µm
prog_data[5],13.9µm
prog_we,13.9µm
dmem_dout\[20\],13.89µm
_02511_,13.88µm
cpu_core.regfile_inst.regs\[23\]\[28\],13.88µm
_02209_,13.86µm
cpu_core.regfile_inst.regs\[21\]\[12\],13.86µm
cpu_core.regfile_inst.regs\[13\]\[31\],13.85µm
_03222_,13.845µm
_00182_,13.84µm
_01989_,13.84µm
_04545_,13.84µm
_04738_,13.84µm
cpu_core.regfile_inst.regs\[7\]\[6\],13.82µm
_00004_,13.81µm
net1394,13.81µm
_00140_,13.8µm
_04935_,13.8µm
cpu_core.regfile_inst.regs\[3\]\[4\],13.8µm
_01723_,13.78µm
_02017_,13.78µm
cpu_core.regfile_inst.regs\[31\]\[3\],13.78µm
cpu_core.regfile_inst.regs\[7\]\[0\],13.78µm
dmem_dout\[29\],13.78µm
_03972_,13.77µm
_04345_,13.76µm
_04434_,13.76µm
dmem_dout\[21\],13.74µm
_01452_,13.725µm
_02464_,13.72µm
_02515_,13.72µm
cpu_core.regfile_inst.regs\[15\]\[21\],13.72µm
cpu_core.regfile_inst.regs\[27\]\[0\],13.72µm
cpu_core.regfile_inst.regs\[7\]\[26\],13.72µm
cpu_core.regfile_inst.regs\[9\]\[9\],13.72µm
cpu_core.regfile_inst.regs\[21\]\[5\],13.7µm
_03925_,13.68µm
cpu_core.regfile_inst.regs\[11\]\[27\],13.68µm
cpu_core.regfile_inst.regs\[28\]\[26\],13.68µm
_03360_,13.66µm
_05146_,13.66µm
net1098,13.64µm
_03719_,13.62µm
_03193_,13.6µm
_04315_,13.6µm
_03266_,13.58µm
_04251_,13.58µm
cpu_core.regfile_inst.regs\[13\]\[15\],13.58µm
cpu_core.regfile_inst.regs\[27\]\[13\],13.58µm
net1402,13.57µm
net1398,13.56µm
cpu_core.regfile_inst.regs\[12\]\[2\],13.56µm
cpu_core.regfile_inst.regs\[25\]\[15\],13.56µm
_02773_,13.54µm
_03141_,13.54µm
_04465_,13.54µm
_04613_,13.54µm
cpu_core.regfile_inst.regs\[5\]\[11\],13.54µm
_03968_,13.53µm
net1390,13.53µm
cpu_core.id_ex_reg_inst.pc_in\[0\],13.52µm
net1039,13.52µm
_03267_,13.5µm
_02574_,13.48µm
_04218_,13.48µm
_00946_,13.465µm
_03347_,13.46µm
_03451_,13.46µm
_03667_,13.46µm
cpu_core.regfile_inst.regs\[9\]\[25\],13.46µm
_02496_,13.44µm
_02829_,13.44µm
_00148_,13.42µm
_04180_,13.42µm
_05023_,13.42µm
cpu_core.regfile_inst.regs\[5\]\[8\],13.42µm
_02385_,13.4µm
_03246_,13.4µm
_03452_,13.4µm
_04861_,13.4µm
_04460_,13.38µm
_04725_,13.38µm
cpu_core.regfile_inst.regs\[11\]\[31\],13.38µm
_03917_,13.37µm
_04942_,13.36µm
_04948_,13.36µm
cpu_core.regfile_inst.regs\[14\]\[7\],13.36µm
_02046_,13.34µm
_02343_,13.34µm
_04865_,13.34µm
cpu_core.regfile_inst.regs\[1\]\[23\],13.34µm
net71,13.34µm
cpu_core.regfile_inst.regs\[18\]\[21\],13.31µm
_04886_,13.3µm
_03224_,13.265µm
_02188_,13.26µm
_02237_,13.26µm
_04486_,13.26µm
cpu_core.regfile_inst.regs\[21\]\[0\],13.26µm
cpu_core.regfile_inst.regs\[22\]\[9\],13.26µm
cpu_core.regfile_inst.regs\[31\]\[15\],13.25µm
_02412_,13.24µm
cpu_core.regfile_inst.regs\[0\]\[0\],13.24µm
cpu_core.regfile_inst.regs\[12\]\[7\],13.24µm
_02298_,13.235µm
_02863_,13.22µm
_03400_,13.22µm
_04183_,13.22µm
_05224_,13.22µm
cpu_core.regfile_inst.regs\[29\]\[6\],13.22µm
_03239_,13.2µm
_03901_,13.2µm
_04349_,13.2µm
_05029_,13.2µm
_04860_,13.18µm
cpu_core.alu_result_wb\[11\],13.18µm
cpu_core.regfile_inst.regs\[7\]\[9\],13.18µm
_02203_,13.16µm
_02997_,13.16µm
_03415_,13.16µm
_04658_,13.16µm
_05346_,13.16µm
cpu_core.regfile_inst.regs\[7\]\[16\],13.16µm
_02372_,13.14µm
_04041_,13.14µm
net1400,13.13µm
net1403,13.13µm
cpu_core.regfile_inst.regs\[25\]\[22\],13.12µm
cpu_core.regfile_inst.regs\[9\]\[31\],13.12µm
cpu_core.regfile_inst.regs\[20\]\[30\],13.1µm
cpu_core.regfile_inst.regs\[8\]\[4\],13.1µm
_03045_,13.08µm
_04413_,13.08µm
_04482_,13.08µm
_04913_,13.08µm
_02344_,13.07µm
_03198_,13.07µm
_01867_,13.04µm
_02687_,13.04µm
_02979_,13.04µm
_04208_,13.04µm
_04963_,13.04µm
cpu_core.regfile_inst.regs\[11\]\[24\],13.04µm
cpu_core.regfile_inst.regs\[13\]\[28\],13.04µm
_01950_,13.02µm
_03251_,13.02µm
cpu_core.regfile_inst.regs\[0\]\[26\],13.02µm
cpu_core.regfile_inst.regs\[21\]\[25\],13.02µm
_00134_,13µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[12\],13µm
_04534_,12.98µm
prog_addr[0],12.98µm
prog_data[6],12.98µm
_02073_,12.96µm
_02941_,12.96µm
_03310_,12.96µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[21\],12.96µm
cpu_core.regfile_inst.regs\[23\]\[18\],12.96µm
_01922_,12.935µm
_02333_,12.92µm
_04190_,12.92µm
cpu_core.id_ex_reg_inst.pc_in\[9\],12.92µm
_02751_,12.9µm
_03047_,12.9µm
cpu_core.regfile_inst.regs\[29\]\[1\],12.9µm
_03032_,12.88µm
_02517_,12.86µm
_04284_,12.86µm
_04835_,12.86µm
cpu_core.regfile_inst.regs\[17\]\[24\],12.86µm
dbg_dmem_rdata[14],12.86µm
prog_data[20],12.86µm
cpu_core.regfile_inst.regs\[10\]\[22\],12.85µm
_02332_,12.84µm
_04670_,12.84µm
cpu_core.regfile_inst.regs\[29\]\[26\],12.84µm
_03308_,12.82µm
_03448_,12.82µm
cpu_core.regfile_inst.regs\[12\]\[9\],12.82µm
_01410_,12.805µm
_02705_,12.8µm
_02311_,12.78µm
cpu_core.regfile_inst.regs\[20\]\[10\],12.78µm
_02857_,12.76µm
_03994_,12.76µm
_04981_,12.76µm
_05236_,12.76µm
cpu_core.regfile_inst.regs\[1\]\[26\],12.76µm
_04257_,12.72µm
_02940_,12.7µm
_03661_,12.7µm
_04115_,12.7µm
_04125_,12.7µm
_04222_,12.7µm
_05131_,12.7µm
cpu_core.alu_result_wb\[15\],12.7µm
cpu_core.regfile_inst.regs\[5\]\[9\],12.7µm
_01117_,12.685µm
_02244_,12.68µm
_02951_,12.68µm
_04484_,12.68µm
