net,length_um
_00681_,3.925µm
_00690_,3.925µm
_00698_,3.925µm
_00705_,3.925µm
_00706_,3.925µm
_00754_,3.925µm
_00772_,3.925µm
_00781_,3.925µm
_00784_,3.925µm
_00878_,3.925µm
_00890_,3.925µm
_00923_,3.925µm
_00980_,3.925µm
_01011_,3.925µm
_01063_,3.925µm
_01125_,3.925µm
_01133_,3.925µm
_01144_,3.925µm
_01180_,3.925µm
_01326_,3.925µm
_01369_,3.925µm
_01393_,3.925µm
_01399_,3.925µm
_01500_,3.925µm
_01539_,3.925µm
_01607_,3.925µm
_01622_,3.925µm
_00261_,3.91µm
_02871_,3.9µm
_03898_,3.9µm
_04424_,3.9µm
_04539_,3.9µm
_05064_,3.9µm
_03688_,3.895µm
_00406_,3.88µm
_02105_,3.88µm
_02126_,3.88µm
_02994_,3.88µm
_03391_,3.88µm
_03418_,3.88µm
_03638_,3.88µm
_03975_,3.88µm
_04014_,3.88µm
_04298_,3.88µm
_04403_,3.88µm
_04813_,3.88µm
_04875_,3.88µm
_05056_,3.88µm
_05102_,3.88µm
_05290_,3.88µm
_05307_,3.88µm
_01015_,3.875µm
_00215_,3.86µm
_01783_,3.86µm
_02292_,3.86µm
_03181_,3.86µm
_03586_,3.86µm
_00489_,3.81µm
_00503_,3.81µm
_00765_,3.805µm
_01142_,3.805µm
_01215_,3.805µm
_01224_,3.805µm
_01392_,3.805µm
_01447_,3.805µm
_01501_,3.805µm
_01634_,3.805µm
_01687_,3.805µm
_00886_,3.8µm
_01266_,3.8µm
_01477_,3.8µm
_00433_,3.79µm
_01095_,3.785µm
_00893_,3.78µm
_03922_,3.78µm
_03927_,3.78µm
_04023_,3.78µm
_05026_,3.78µm
_05060_,3.78µm
_05297_,3.78µm
cpu_core.mem_wb_reg_inst.read_data_out\[20\],3.78µm
_00369_,3.76µm
_00378_,3.76µm
_00379_,3.76µm
_00447_,3.76µm
_00474_,3.76µm
_00486_,3.76µm
_00502_,3.76µm
_02309_,3.76µm
_03495_,3.76µm
_02990_,3.74µm
_03987_,3.74µm
_04839_,3.74µm
_04988_,3.74µm
_00684_,3.705µm
_00794_,3.705µm
_00853_,3.705µm
_00937_,3.705µm
_00941_,3.705µm
_01042_,3.705µm
_01243_,3.705µm
_01285_,3.705µm
_01307_,3.705µm
_01416_,3.705µm
_01612_,3.705µm
_00409_,3.69µm
_01706_,3.685µm
_02993_,3.68µm
_03136_,3.68µm
_03472_,3.68µm
_04097_,3.68µm
_04278_,3.68µm
_04300_,3.68µm
_04301_,3.68µm
_04405_,3.68µm
_04624_,3.68µm
_04657_,3.68µm
_00095_,3.66µm
_00115_,3.66µm
_00125_,3.66µm
_00551_,3.66µm
_00976_,3.66µm
_01664_,3.66µm
_01714_,3.66µm
_01782_,3.66µm
_02076_,3.66µm
_02219_,3.66µm
_04347_,3.66µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[0\],3.66µm
_00220_,3.64µm
_00382_,3.64µm
_00700_,3.625µm
_00756_,3.625µm
_00252_,3.61µm
_00306_,3.61µm
_00421_,3.61µm
_00473_,3.61µm
_00512_,3.61µm
_00542_,3.61µm
_00587_,3.61µm
_00605_,3.61µm
_00626_,3.61µm
_00632_,3.61µm
_00407_,3.59µm
_00642_,3.59µm
_00801_,3.585µm
_00808_,3.585µm
_00822_,3.585µm
_01509_,3.585µm
_01585_,3.565µm
_03001_,3.565µm
_00069_,3.56µm
_00081_,3.56µm
_00116_,3.56µm
_01736_,3.56µm
_01991_,3.56µm
_02932_,3.56µm
_02958_,3.56µm
_03518_,3.56µm
_03662_,3.56µm
_04080_,3.56µm
_04149_,3.56µm
_04307_,3.56µm
_04565_,3.56µm
_04862_,3.56µm
_05086_,3.56µm
_05092_,3.56µm
_05126_,3.56µm
_05258_,3.56µm
cpu_core.alu_result_wb\[22\],3.56µm
cpu_core.alu_result_wb\[25\],3.56µm
_00072_,3.54µm
_00120_,3.54µm
_00147_,3.54µm
_01778_,3.54µm
_01904_,3.54µm
_02908_,3.54µm
_02988_,3.54µm
_03333_,3.54µm
_03423_,3.54µm
_03470_,3.54µm
_03599_,3.54µm
_03736_,3.54µm
_03860_,3.54µm
_03884_,3.54µm
_03926_,3.54µm
_03998_,3.54µm
_04044_,3.54µm
_04139_,3.54µm
_04172_,3.54µm
_04261_,3.54µm
_04351_,3.54µm
_04541_,3.54µm
_04589_,3.54µm
_04618_,3.54µm
_05043_,3.54µm
_05067_,3.54µm
_05165_,3.54µm
_05308_,3.54µm
_00255_,3.52µm
_00392_,3.52µm
_01710_,3.52µm
_03639_,3.52µm
_01043_,3.515µm
_01366_,3.505µm
_01374_,3.505µm
_01462_,3.505µm
_01578_,3.505µm
_00845_,3.485µm
_00685_,3.465µm
_00687_,3.465µm
_00688_,3.465µm
_00703_,3.465µm
_00710_,3.465µm
_00727_,3.465µm
_00759_,3.465µm
_00778_,3.465µm
_00785_,3.465µm
_00788_,3.465µm
_00795_,3.465µm
_00805_,3.465µm
_00810_,3.465µm
_00821_,3.465µm
_00835_,3.465µm
_00840_,3.465µm
_00846_,3.465µm
_00858_,3.465µm
_00953_,3.465µm
_00962_,3.465µm
_01020_,3.465µm
_01021_,3.465µm
_01023_,3.465µm
_01031_,3.465µm
_01065_,3.465µm
_01071_,3.465µm
_01091_,3.465µm
_01102_,3.465µm
_01104_,3.465µm
_01114_,3.465µm
_01150_,3.465µm
_01191_,3.465µm
_01202_,3.465µm
_01207_,3.465µm
_01213_,3.465µm
_01239_,3.465µm
_01259_,3.465µm
_01293_,3.465µm
_01314_,3.465µm
_01324_,3.465µm
_01349_,3.465µm
_01358_,3.465µm
_01377_,3.465µm
_01386_,3.465µm
_01400_,3.465µm
_01434_,3.465µm
_01493_,3.465µm
_01513_,3.465µm
_01519_,3.465µm
_01525_,3.465µm
_01545_,3.465µm
_01561_,3.465µm
_01566_,3.465µm
_01573_,3.465µm
_01576_,3.465µm
_01602_,3.465µm
_01604_,3.465µm
_01609_,3.465µm
_01610_,3.465µm
_01628_,3.465µm
_01635_,3.465µm
_01639_,3.465µm
_01316_,3.44µm
_03873_,3.44µm
_04081_,3.44µm
_04113_,3.44µm
_04453_,3.44µm
_04629_,3.44µm
_04917_,3.44µm
_05172_,3.44µm
_00629_,3.42µm
_00643_,3.42µm
_02094_,3.42µm
_02450_,3.42µm
_02573_,3.42µm
_02664_,3.42µm
_02781_,3.42µm
_02954_,3.42µm
_03038_,3.42µm
_03869_,3.42µm
_03899_,3.42µm
_03903_,3.42µm
_04247_,3.42µm
_04256_,3.42µm
_04364_,3.42µm
_04528_,3.42µm
_04639_,3.42µm
_04660_,3.42µm
_04751_,3.42µm
_04837_,3.42µm
_04960_,3.42µm
_04962_,3.42µm
_04968_,3.42µm
_05009_,3.42µm
_05095_,3.42µm
_05097_,3.42µm
_05201_,3.42µm
_05209_,3.42µm
_01108_,3.415µm
_01469_,3.405µm
_01651_,3.405µm
_01678_,3.405µm
_00573_,3.4µm
_03528_,3.4µm
_03918_,3.4µm
_04571_,3.38µm
_00470_,3.35µm
_00565_,3.35µm
_00628_,3.35µm
_01132_,3.345µm
_01241_,3.345µm
_01527_,3.345µm
_00897_,3.34µm
_00990_,3.34µm
_01187_,3.34µm
_01398_,3.34µm
_01458_,3.34µm
_01459_,3.34µm
_01511_,3.34µm
_01563_,3.34µm
_00981_,3.32µm
_01131_,3.32µm
_04654_,3.32µm
_04838_,3.32µm
_04973_,3.32µm
_00003_,3.3µm
_00154_,3.3µm
_00398_,3.3µm
_00488_,3.3µm
_00594_,3.3µm
_00610_,3.3µm
_00648_,3.3µm
_05315_,3.3µm
_01683_,3.275µm
_00726_,3.245µm
_00770_,3.245µm
_00799_,3.245µm
_00843_,3.245µm
_00868_,3.245µm
_00887_,3.245µm
_00909_,3.245µm
_00917_,3.245µm
_00921_,3.245µm
_00944_,3.245µm
_00973_,3.245µm
_00978_,3.245µm
_00986_,3.245µm
_01000_,3.245µm
_01005_,3.245µm
_01026_,3.245µm
_01029_,3.245µm
_01037_,3.245µm
_01038_,3.245µm
_01107_,3.245µm
_01138_,3.245µm
_01226_,3.245µm
_01227_,3.245µm
_01231_,3.245µm
_01265_,3.245µm
_01286_,3.245µm
_01339_,3.245µm
_01362_,3.245µm
_01385_,3.245µm
_01405_,3.245µm
_01467_,3.245µm
_01496_,3.245µm
_01512_,3.245µm
_01520_,3.245µm
_01540_,3.245µm
_01625_,3.245µm
_00198_,3.23µm
_00210_,3.23µm
_00331_,3.23µm
_00338_,3.23µm
_00352_,3.23µm
_00363_,3.23µm
_00508_,3.23µm
_00611_,3.23µm
_00623_,3.23µm
_00651_,3.23µm
_00842_,3.225µm
_01172_,3.225µm
_01192_,3.225µm
_01325_,3.225µm
_01708_,3.22µm
_03897_,3.22µm
_04237_,3.22µm
_04329_,3.22µm
_04357_,3.22µm
_04431_,3.22µm
_04680_,3.22µm
_04708_,3.22µm
_04743_,3.22µm
_04832_,3.22µm
_04895_,3.22µm
_04950_,3.22µm
_04996_,3.22µm
_05261_,3.22µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[22\],3.22µm
_00007_,3.2µm
_00042_,3.2µm
_00070_,3.2µm
_00128_,3.2µm
_00259_,3.2µm
_01773_,3.2µm
_01819_,3.2µm
_01829_,3.2µm
_02256_,3.2µm
_04207_,3.2µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[6\],3.2µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[4\],3.2µm
net1032,3.2µm
_00045_,3.18µm
_00249_,3.18µm
_00295_,3.18µm
_00390_,3.18µm
_00548_,3.18µm
_00644_,3.18µm
_01727_,3.18µm
_02028_,3.18µm
_02929_,3.18µm
_03657_,3.18µm
_04168_,3.18µm
_04536_,3.18µm
_00796_,3.175µm
_00991_,3.175µm
_01012_,3.175µm
_01016_,3.175µm
_01075_,3.175µm
_01097_,3.175µm
_01463_,3.175µm
_01535_,3.175µm
_01669_,3.175µm
_00235_,3.15µm
_00393_,3.15µm
_00396_,3.15µm
_00538_,3.15µm
_00593_,3.15µm
_00631_,3.15µm
_00640_,3.15µm
_00992_,3.145µm
_01013_,3.145µm
_01049_,3.145µm
_01704_,3.145µm
_04604_,3.145µm
_00253_,3.13µm
_00434_,3.13µm
_00440_,3.13µm
_00457_,3.13µm
_00577_,3.13µm
_00606_,3.13µm
_00618_,3.13µm
_00662_,3.13µm
_04227_,3.13µm
_00720_,3.125µm
_01140_,3.125µm
_01488_,3.125µm
_00298_,3.11µm
_00118_,3.1µm
_00151_,3.1µm
_01786_,3.1µm
_01918_,3.1µm
_02557_,3.1µm
_03815_,3.1µm
_04270_,3.1µm
_04415_,3.1µm
_04468_,3.1µm
_04504_,3.1µm
_05158_,3.1µm
_05221_,3.1µm
_05228_,3.1µm
cpu_core.alu_result_wb\[30\],3.1µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[31\],3.1µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[29\],3.1µm
_00106_,3.08µm
_00267_,3.08µm
_01728_,3.08µm
_01748_,3.08µm
_01758_,3.08µm
_01796_,3.08µm
_01897_,3.08µm
_01917_,3.08µm
_01968_,3.08µm
_02200_,3.08µm
_02495_,3.08µm
_02508_,3.08µm
_02571_,3.08µm
_02647_,3.08µm
_03216_,3.08µm
_03299_,3.08µm
_03424_,3.08µm
_03629_,3.08µm
_03680_,3.08µm
_03703_,3.08µm
_03742_,3.08µm
_03833_,3.08µm
_04083_,3.08µm
_04088_,3.08µm
_04361_,3.08µm
_04368_,3.08µm
_04522_,3.08µm
_04538_,3.08µm
_04556_,3.08µm
_04592_,3.08µm
_04669_,3.08µm
_04797_,3.08µm
_04812_,3.08µm
_04823_,3.08µm
_04858_,3.08µm
_04884_,3.08µm
_04887_,3.08µm
_05011_,3.08µm
_05013_,3.08µm
_05083_,3.08µm
_05262_,3.08µm
_05306_,3.08µm
_05318_,3.08µm
_00569_,3.06µm
_01299_,3.055µm
_00723_,3.045µm
_00960_,3.045µm
_01345_,3.045µm
_03854_,3.045µm
_03072_,3.015µm
_00682_,3.005µm
_00704_,3.005µm
_00707_,3.005µm
_00740_,3.005µm
_00811_,3.005µm
_00823_,3.005µm
_00857_,3.005µm
_00949_,3.005µm
_00955_,3.005µm
_01070_,3.005µm
_01074_,3.005µm
_01153_,3.005µm
_01245_,3.005µm
_01257_,3.005µm
_01302_,3.005µm
_01332_,3.005µm
_01444_,3.005µm
_01505_,3.005µm
_01554_,3.005µm
_01556_,3.005µm
_01588_,3.005µm
_01621_,3.005µm
_01648_,3.005µm
_00728_,2.98µm
_00244_,2.96µm
_00419_,2.96µm
_00444_,2.96µm
_00627_,2.96µm
_00647_,2.96µm
_02085_,2.96µm
_02122_,2.96µm
_02402_,2.96µm
_02467_,2.96µm
_02482_,2.96µm
_02609_,2.96µm
_02698_,2.96µm
_02989_,2.96µm
_03043_,2.96µm
_03211_,2.96µm
_03231_,2.96µm
_03428_,2.96µm
_03531_,2.96µm
_03569_,2.96µm
_03600_,2.96µm
_03761_,2.96µm
_03910_,2.96µm
_03981_,2.96µm
_04108_,2.96µm
_04120_,2.96µm
_04158_,2.96µm
_04281_,2.96µm
_04308_,2.96µm
_04507_,2.96µm
_04557_,2.96µm
_04581_,2.96µm
_04584_,2.96µm
_04637_,2.96µm
_04724_,2.96µm
_04756_,2.96µm
_04800_,2.96µm
_04906_,2.96µm
_05052_,2.96µm
_05250_,2.96µm
_05302_,2.96µm
_01631_,2.955µm
_00874_,2.945µm
_01079_,2.945µm
_01437_,2.945µm
_00689_,2.885µm
_01262_,2.885µm
_01272_,2.885µm
_01361_,2.885µm
_01456_,2.885µm
_01471_,2.885µm
_00714_,2.86µm
_00783_,2.86µm
_00793_,2.86µm
_00933_,2.86µm
_01083_,2.86µm
_01146_,2.86µm
_01157_,2.86µm
_01176_,2.86µm
_01230_,2.86µm
_01318_,2.86µm
_01320_,2.86µm
_01421_,2.86µm
_01453_,2.86µm
_01465_,2.86µm
_01574_,2.86µm
_01608_,2.86µm
_01642_,2.86µm
_01659_,2.86µm
_05024_,2.86µm
_00086_,2.84µm
_00196_,2.84µm
_00203_,2.84µm
_00211_,2.84µm
_00214_,2.84µm
_00227_,2.84µm
_00254_,2.84µm
_00269_,2.84µm
_00270_,2.84µm
_00275_,2.84µm
_00288_,2.84µm
_00305_,2.84µm
_00315_,2.84µm
_00316_,2.84µm
_00326_,2.84µm
_00328_,2.84µm
_00329_,2.84µm
_00343_,2.84µm
_00355_,2.84µm
_00362_,2.84µm
_00376_,2.84µm
_00380_,2.84µm
_00384_,2.84µm
_00387_,2.84µm
_00388_,2.84µm
_00394_,2.84µm
_00404_,2.84µm
_00424_,2.84µm
_00437_,2.84µm
_00443_,2.84µm
_00450_,2.84µm
_00462_,2.84µm
_00484_,2.84µm
_00492_,2.84µm
_00495_,2.84µm
_00510_,2.84µm
_00525_,2.84µm
_00535_,2.84µm
_00554_,2.84µm
_00561_,2.84µm
_00571_,2.84µm
_00578_,2.84µm
_00633_,2.84µm
_00636_,2.84µm
_00645_,2.84µm
_00657_,2.84µm
_01806_,2.84µm
_01987_,2.84µm
_02140_,2.84µm
_02631_,2.84µm
_02937_,2.84µm
_04450_,2.84µm
_05326_,2.84µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[16\],2.84µm
_00741_,2.835µm
_01061_,2.835µm
_01222_,2.835µm
_01473_,2.835µm
_01565_,2.835µm
_01577_,2.835µm
_03976_,2.835µm
_00683_,2.785µm
_00693_,2.785µm
_00717_,2.785µm
_00722_,2.785µm
_00725_,2.785µm
_00730_,2.785µm
_00736_,2.785µm
_00738_,2.785µm
_00747_,2.785µm
_00790_,2.785µm
_00806_,2.785µm
_00812_,2.785µm
_00817_,2.785µm
_00871_,2.785µm
_00907_,2.785µm
_00915_,2.785µm
_00916_,2.785µm
_00928_,2.785µm
_00979_,2.785µm
_00985_,2.785µm
_00994_,2.785µm
_01004_,2.785µm
_01028_,2.785µm
_01035_,2.785µm
_01051_,2.785µm
_01057_,2.785µm
_01100_,2.785µm
_01124_,2.785µm
_01148_,2.785µm
_01149_,2.785µm
_01155_,2.785µm
_01156_,2.785µm
_01195_,2.785µm
_01199_,2.785µm
_01238_,2.785µm
_01240_,2.785µm
_01251_,2.785µm
_01252_,2.785µm
_01255_,2.785µm
_01279_,2.785µm
_01284_,2.785µm
_01351_,2.785µm
_01356_,2.785µm
_01397_,2.785µm
_01401_,2.785µm
_01403_,2.785µm
_01406_,2.785µm
_01428_,2.785µm
_01482_,2.785µm
_01508_,2.785µm
_01514_,2.785µm
_01515_,2.785µm
_01523_,2.785µm
_01526_,2.785µm
_01528_,2.785µm
_01544_,2.785µm
_01548_,2.785µm
_01550_,2.785µm
_01559_,2.785µm
_01562_,2.785µm
_01623_,2.785µm
_01630_,2.785µm
_01632_,2.785µm
_00228_,2.77µm
_00596_,2.77µm
_00127_,2.765µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[8\],2.765µm
_00166_,2.76µm
_01735_,2.76µm
_02949_,2.76µm
_03674_,2.76µm
_03868_,2.76µm
_04046_,2.76µm
_04066_,2.76µm
_04318_,2.76µm
_04334_,2.76µm
_04380_,2.76µm
_04485_,2.76µm
_04519_,2.76µm
_05234_,2.76µm
_00124_,2.74µm
_00330_,2.74µm
_00472_,2.74µm
_00552_,2.74µm
_01730_,2.74µm
_01741_,2.74µm
_01746_,2.74µm
_01821_,2.74µm
_01830_,2.74µm
_03171_,2.74µm
_03315_,2.74µm
_03552_,2.74µm
_05154_,2.74µm
_00194_,2.72µm
_00268_,2.72µm
_00278_,2.72µm
_00414_,2.72µm
_00432_,2.72µm
_00461_,2.72µm
_00498_,2.72µm
_00511_,2.72µm
_00516_,2.72µm
_00532_,2.72µm
_01776_,2.72µm
_01820_,2.72µm
_03483_,2.72µm
_03566_,2.72µm
_00715_,2.715µm
_00831_,2.715µm
_00918_,2.715µm
_00959_,2.715µm
_01159_,2.715µm
_01177_,2.715µm
_01185_,2.715µm
_01289_,2.715µm
_01313_,2.715µm
_01321_,2.715µm
_01365_,2.715µm
_01378_,2.715µm
_01446_,2.715µm
_01615_,2.715µm
_01662_,2.715µm
_01677_,2.715µm
_01694_,2.715µm
_00225_,2.67µm
_00226_,2.67µm
_00274_,2.67µm
_00567_,2.67µm
_03128_,2.67µm
_05293_,2.65µm
_02476_,2.64µm
_03632_,2.64µm
_03709_,2.64µm
_03767_,2.64µm
_04039_,2.64µm
_04155_,2.64µm
_04265_,2.64µm
_04323_,2.64µm
_04377_,2.64µm
_04511_,2.64µm
_04566_,2.64µm
_05217_,2.64µm
_05299_,2.64µm
_00012_,2.62µm
_00091_,2.62µm
_00131_,2.62µm
_00169_,2.62µm
_00410_,2.62µm
_00533_,2.62µm
_00595_,2.62µm
_01738_,2.62µm
_01768_,2.62µm
_01802_,2.62µm
_01915_,2.62µm
_03176_,2.62µm
_03395_,2.62µm
_03407_,2.62µm
_03462_,2.62µm
_03514_,2.62µm
_03583_,2.62µm
_03604_,2.62µm
_03612_,2.62µm
_03810_,2.62µm
_03842_,2.62µm
_04390_,2.62µm
_04521_,2.62µm
_04549_,2.62µm
_04667_,2.62µm
_04722_,2.62µm
_04815_,2.62µm
_04850_,2.62µm
_04918_,2.62µm
_05044_,2.62µm
_05238_,2.62µm
_05304_,2.62µm
cpu_core.ex_mem_reg_inst.mem_to_reg_out,2.62µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[26\],2.62µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[22\],2.62µm
_00791_,2.595µm
_00932_,2.595µm
_01560_,2.595µm
_01058_,2.585µm
_01059_,2.585µm
_01335_,2.585µm
_01679_,2.585µm
_00695_,2.545µm
_00752_,2.545µm
_00755_,2.545µm
_00848_,2.545µm
_00860_,2.545µm
_00873_,2.545µm
_00875_,2.545µm
_00891_,2.545µm
_00903_,2.545µm
_00939_,2.545µm
_00948_,2.545µm
_00963_,2.545µm
_00971_,2.545µm
_00993_,2.545µm
_01068_,2.545µm
_01081_,2.545µm
_01145_,2.545µm
_01175_,2.545µm
_01189_,2.545µm
_01235_,2.545µm
_01306_,2.545µm
_01312_,2.545µm
_01344_,2.545µm
_01359_,2.545µm
_01364_,2.545µm
_01380_,2.545µm
_01451_,2.545µm
_01543_,2.545µm
_01587_,2.545µm
_01603_,2.545µm
_01685_,2.545µm
_01689_,2.545µm
_00876_,2.52µm
_00945_,2.52µm
_02024_,2.52µm
_02765_,2.52µm
_03735_,2.52µm
_03779_,2.52µm
_03888_,2.52µm
_00146_,2.5µm
_00283_,2.5µm
_00310_,2.5µm
_00449_,2.5µm
_00485_,2.5µm
_00496_,2.5µm
_00537_,2.5µm
_00566_,2.5µm
_00641_,2.5µm
_01912_,2.5µm
_02025_,2.5µm
_02147_,2.5µm
_02434_,2.5µm
_02690_,2.5µm
_02890_,2.5µm
_03256_,2.5µm
_03306_,2.5µm
_03393_,2.5µm
_03402_,2.5µm
_03559_,2.5µm
_03673_,2.5µm
_03802_,2.5µm
_03803_,2.5µm
_03838_,2.5µm
_04015_,2.5µm
_04016_,2.5µm
_04124_,2.5µm
_04171_,2.5µm
_04220_,2.5µm
_04346_,2.5µm
_04532_,2.5µm
_04619_,2.5µm
_04677_,2.5µm
_04716_,2.5µm
_04720_,2.5µm
_04734_,2.5µm
_04737_,2.5µm
_04897_,2.5µm
_05000_,2.5µm
_05273_,2.5µm
_00692_,2.495µm
_00680_,2.43µm
_03729_,2.41µm
_02424_,2.4µm
_04745_,2.4µm
_05112_,2.4µm
_05147_,2.4µm
_00078_,2.38µm
_00197_,2.38µm
_00217_,2.38µm
_00229_,2.38µm
_00231_,2.38µm
_00237_,2.38µm
_00246_,2.38µm
_00248_,2.38µm
_00250_,2.38µm
_00280_,2.38µm
_00284_,2.38µm
_00333_,2.38µm
_00334_,2.38µm
_00337_,2.38µm
_00339_,2.38µm
_00340_,2.38µm
_00345_,2.38µm
_00353_,2.38µm
_00371_,2.38µm
_00383_,2.38µm
_00411_,2.38µm
_00426_,2.38µm
_00431_,2.38µm
_00435_,2.38µm
_00459_,2.38µm
_00467_,2.38µm
_00475_,2.38µm
_00476_,2.38µm
_00480_,2.38µm
_00483_,2.38µm
_00499_,2.38µm
_00507_,2.38µm
_00521_,2.38µm
_00541_,2.38µm
_00544_,2.38µm
_00549_,2.38µm
_00550_,2.38µm
_00581_,2.38µm
_00584_,2.38µm
_00601_,2.38µm
_00609_,2.38µm
_00613_,2.38µm
_00614_,2.38µm
_00624_,2.38µm
_00639_,2.38µm
_00650_,2.38µm
_00653_,2.38µm
_00673_,2.38µm
_02436_,2.38µm
_03551_,2.38µm
_05303_,2.38µm
_00758_,2.375µm
_00779_,2.375µm
_00872_,2.375µm
_00882_,2.375µm
_00883_,2.375µm
_00947_,2.375µm
_00998_,2.375µm
_01073_,2.375µm
_01164_,2.375µm
_01281_,2.375µm
_01319_,2.375µm
_01336_,2.375µm
_01383_,2.375µm
_01384_,2.375µm
_01461_,2.375µm
_01589_,2.375µm
_01605_,2.375µm
_01692_,2.375µm
_00724_,2.325µm
_00780_,2.325µm
_00829_,2.325µm
_00854_,2.325µm
_00862_,2.325µm
_00885_,2.325µm
_00930_,2.325µm
_00958_,2.325µm
_00964_,2.325µm
_01030_,2.325µm
_01084_,2.325µm
_01110_,2.325µm
_01173_,2.325µm
_01223_,2.325µm
_01260_,2.325µm
_01275_,2.325µm
_01301_,2.325µm
_01305_,2.325µm
_01315_,2.325µm
_01327_,2.325µm
_01328_,2.325µm
_01347_,2.325µm
_01371_,2.325µm
_01372_,2.325µm
_01387_,2.325µm
_01388_,2.325µm
_01390_,2.325µm
_01409_,2.325µm
_01427_,2.325µm
_01448_,2.325µm
_01449_,2.325µm
_01476_,2.325µm
_01491_,2.325µm
_01506_,2.325µm
_01529_,2.325µm
_01536_,2.325µm
_01537_,2.325µm
_01569_,2.325µm
_01601_,2.325µm
_01613_,2.325µm
_01618_,2.325µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[28\],2.305µm
_03510_,2.3µm
_03718_,2.3µm
_03811_,2.3µm
_03896_,2.3µm
_04290_,2.3µm
_04302_,2.3µm
_04772_,2.3µm
_00121_,2.28µm
_00264_,2.28µm
_00296_,2.28µm
_00332_,2.28µm
_00348_,2.28µm
_00381_,2.28µm
_00655_,2.28µm
_00665_,2.28µm
_01743_,2.28µm
_01750_,2.28µm
_01779_,2.28µm
_01825_,2.28µm
_03793_,2.28µm
cpu_core.alu_result_wb\[21\],2.28µm
cpu_core.alu_result_wb\[29\],2.28µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[2\],2.28µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[27\],2.28µm
_00742_,2.255µm
_00849_,2.255µm
_00864_,2.255µm
_00951_,2.255µm
_00988_,2.255µm
_01165_,2.255µm
_01333_,2.255µm
_01702_,2.255µm
_00201_,2.21µm
_00216_,2.21µm
_00263_,2.21µm
_00289_,2.21µm
_00312_,2.21µm
_00351_,2.21µm
_00358_,2.21µm
_00373_,2.21µm
_00422_,2.21µm
_00468_,2.21µm
_00487_,2.21µm
_00676_,2.21µm
_03183_,2.21µm
_03094_,2.18µm
_03174_,2.18µm
_03536_,2.18µm
_03564_,2.18µm
_04337_,2.18µm
_00301_,2.16µm
_00377_,2.16µm
_00420_,2.16µm
_00455_,2.16µm
_00575_,2.16µm
_00585_,2.16µm
_00646_,2.16µm
_01751_,2.16µm
_01774_,2.16µm
_01805_,2.16µm
_01895_,2.16µm
_02286_,2.16µm
_02428_,2.16µm
_02546_,2.16µm
_02552_,2.16µm
_02641_,2.16µm
_02730_,2.16µm
_02738_,2.16µm
_02907_,2.16µm
_03006_,2.16µm
_03331_,2.16µm
_03357_,2.16µm
_03367_,2.16µm
_03442_,2.16µm
_03576_,2.16µm
_03615_,2.16µm
_03622_,2.16µm
_03694_,2.16µm
_03800_,2.16µm
_03828_,2.16µm
_03855_,2.16µm
_03907_,2.16µm
_03943_,2.16µm
_03997_,2.16µm
_04176_,2.16µm
_04187_,2.16µm
_04192_,2.16µm
_04210_,2.16µm
_04286_,2.16µm
_04288_,2.16µm
_04359_,2.16µm
_04499_,2.16µm
_04711_,2.16µm
_04749_,2.16µm
_04814_,2.16µm
_04872_,2.16µm
_04922_,2.16µm
_05039_,2.16µm
_05054_,2.16µm
_05080_,2.16µm
_05100_,2.16µm
_05116_,2.16µm
_05127_,2.16µm
_05180_,2.16µm
_05187_,2.16µm
_05245_,2.16µm
_05278_,2.16µm
_05296_,2.16µm
_05322_,2.16µm
_05324_,2.16µm
_00896_,2.125µm
_00898_,2.125µm
_01027_,2.125µm
_01103_,2.125µm
_01116_,2.125µm
_01208_,2.125µm
_01221_,2.125µm
_01256_,2.125µm
_01457_,2.125µm
_01502_,2.125µm
_01624_,2.125µm
_00750_,2.085µm
_00761_,2.085µm
_00880_,2.085µm
_00924_,2.085µm
_00966_,2.085µm
_00989_,2.085µm
_01188_,2.085µm
_01217_,2.085µm
_01234_,2.085µm
_01269_,2.085µm
_01367_,2.085µm
_01564_,2.085µm
_01640_,2.085µm
_05305_,2.08µm
_03473_,2.07µm
_03022_,2.06µm
_03083_,2.06µm
_03087_,2.06µm
_03386_,2.06µm
_03985_,2.06µm
_04943_,2.06µm
funct3_r\[2\],2.06µm
_00251_,2.04µm
_00321_,2.04µm
_00346_,2.04µm
_00408_,2.04µm
_00471_,2.04µm
_00490_,2.04µm
_00529_,2.04µm
_00556_,2.04µm
_00603_,2.04µm
_00652_,2.04µm
_01924_,2.04µm
_02152_,2.04µm
_02588_,2.04µm
_02598_,2.04µm
_02867_,2.04µm
_02956_,2.04µm
_02998_,2.04µm
_03004_,2.04µm
_03098_,2.04µm
