net,length_um
_01320_,4.7µm
_02576_,4.7µm
_04283_,4.7µm
_04362_,4.7µm
net1525,4.7µm
net1630,4.7µm
net1757,4.7µm
net1857,4.7µm
net1946,4.7µm
net2122,4.7µm
net2327,4.7µm
_01780_,4.68µm
net1276,4.68µm
net1842,4.68µm
net2052,4.68µm
_03226_,4.66µm
net1433,4.66µm
net1454,4.66µm
net1558,4.66µm
net1574,4.66µm
net1583,4.66µm
net1601,4.66µm
net1735,4.66µm
net1944,4.66µm
net1978,4.66µm
net1993,4.66µm
net2080,4.66µm
net2184,4.66µm
net2280,4.66µm
net2324,4.66µm
net2371,4.66µm
net2375,4.66µm
net2437,4.66µm
net2451,4.66µm
_04152_,4.635µm
_00766_,4.625µm
_00786_,4.625µm
_00794_,4.625µm
_00801_,4.625µm
_00826_,4.625µm
_00866_,4.625µm
_00980_,4.625µm
_01025_,4.625µm
_01027_,4.625µm
_01175_,4.625µm
_01184_,4.625µm
_01345_,4.625µm
_01363_,4.625µm
_01367_,4.625µm
_01404_,4.625µm
_01507_,4.625µm
_01673_,4.625µm
_00572_,4.61µm
_00578_,4.61µm
_00856_,4.605µm
_02154_,4.6µm
_03411_,4.6µm
_03725_,4.6µm
_03788_,4.6µm
_04307_,4.6µm
_04458_,4.6µm
cpu_core.id_ex_reg_inst.pc_in\[6\],4.6µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[16\],4.6µm
net1372,4.6µm
net1591,4.6µm
net1780,4.6µm
net2167,4.6µm
net2207,4.6µm
_01118_,4.585µm
_01328_,4.585µm
_00069_,4.58µm
_00276_,4.58µm
_01747_,4.58µm
_01774_,4.58µm
_01795_,4.58µm
_01817_,4.58µm
_03205_,4.58µm
_03511_,4.58µm
net2387,4.58µm
_00650_,4.56µm
_01788_,4.56µm
_02340_,4.56µm
_02649_,4.56µm
_02839_,4.56µm
cpu_core.id_ex_reg_inst.pc_in\[25\],4.56µm
net1729,4.56µm
net2056,4.56µm
_01284_,4.555µm
_00088_,4.54µm
_00090_,4.54µm
_00094_,4.54µm
_00108_,4.54µm
_00166_,4.54µm
_03316_,4.54µm
_03860_,4.54µm
net1517,4.54µm
net1542,4.54µm
_00305_,4.53µm
_00347_,4.53µm
_00353_,4.53µm
_00415_,4.53µm
_00496_,4.53µm
_00601_,4.53µm
_00575_,4.49µm
_01352_,4.485µm
_01369_,4.485µm
_04281_,4.48µm
_04371_,4.48µm
_04741_,4.48µm
_01743_,4.46µm
_01756_,4.46µm
_01763_,4.46µm
_01769_,4.46µm
_01812_,4.46µm
_01816_,4.46µm
_01824_,4.46µm
_02459_,4.46µm
_03091_,4.46µm
_03829_,4.46µm
_03851_,4.46µm
_03945_,4.46µm
_04126_,4.46µm
_04429_,4.46µm
_04623_,4.46µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[3\],4.46µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[1\],4.46µm
cpu_core.id_ex_reg_inst.pc_in\[14\],4.46µm
net1262,4.46µm
net1284,4.46µm
net2031,4.46µm
net2063,4.46µm
net2158,4.46µm
net2275,4.46µm
net2338,4.46µm
net2457,4.46µm
_00250_,4.44µm
_02640_,4.44µm
_04114_,4.44µm
_00183_,4.42µm
_02283_,4.42µm
_02327_,4.42µm
_03151_,4.42µm
_04343_,4.42µm
_04790_,4.42µm
net2209,4.42µm
_01582_,4.405µm
_00723_,4.385µm
_00805_,4.385µm
_00836_,4.385µm
_00883_,4.385µm
_00978_,4.385µm
_01036_,4.385µm
_01103_,4.385µm
_01105_,4.385µm
_01167_,4.385µm
_01258_,4.385µm
_01333_,4.385µm
_01356_,4.385µm
_01398_,4.385µm
_01556_,4.385µm
_01685_,4.385µm
_01686_,4.385µm
_02899_,4.36µm
_04261_,4.36µm
_04434_,4.36µm
_00230_,4.34µm
_02474_,4.34µm
_02477_,4.34µm
_02766_,4.34µm
_02770_,4.34µm
_02828_,4.34µm
_03749_,4.34µm
_03952_,4.34µm
_04297_,4.34µm
_04323_,4.34µm
_04418_,4.34µm
_04518_,4.34µm
_04563_,4.34µm
_04844_,4.34µm
net1358,4.34µm
net1408,4.34µm
net1589,4.34µm
net1661,4.34µm
net1726,4.34µm
net1909,4.34µm
net1934,4.34µm
net2107,4.34µm
net2123,4.34µm
net2132,4.34µm
net2185,4.34µm
net2265,4.34µm
net2311,4.34µm
net2329,4.34µm
net2404,4.34µm
net2423,4.34µm
_01395_,4.335µm
_02925_,4.32µm
_03164_,4.32µm
_01811_,4.305µm
_01569_,4.295µm
_01638_,4.295µm
_01667_,4.295µm
_02631_,4.28µm
_01052_,4.265µm
_01615_,4.265µm
net2406,4.265µm
_01653_,4.24µm
_03044_,4.24µm
net1613,4.24µm
net1632,4.24µm
net1667,4.24µm
net1827,4.24µm
net1884,4.24µm
net1930,4.24µm
net1932,4.24µm
net2222,4.24µm
net2240,4.24µm
net2348,4.24µm
net2469,4.24µm
_04818_,4.23µm
_00396_,4.22µm
_00453_,4.22µm
_01766_,4.22µm
_01806_,4.22µm
_01865_,4.22µm
_02490_,4.22µm
_02693_,4.22µm
_02781_,4.22µm
_03158_,4.22µm
_03406_,4.22µm
_03871_,4.22µm
_04280_,4.22µm
cpu_core.id_ex_reg_inst.rd_addr_in\[4\],4.22µm
net1293,4.22µm
net1731,4.22µm
_01880_,4.2µm
_03329_,4.2µm
_03731_,4.2µm
net1488,4.2µm
net1821,4.2µm
net1924,4.2µm
net2101,4.2µm
net2290,4.2µm
net2412,4.2µm
_01652_,4.185µm
_03854_,4.17µm
_00696_,4.165µm
_00745_,4.165µm
_00764_,4.165µm
_00828_,4.165µm
_00977_,4.165µm
_01005_,4.165µm
_01007_,4.165µm
_01039_,4.165µm
_01044_,4.165µm
_01261_,4.165µm
_01326_,4.165µm
_01338_,4.165µm
_01380_,4.165µm
_01383_,4.165µm
_01400_,4.165µm
_01464_,4.165µm
_01572_,4.165µm
_01626_,4.165µm
_01690_,4.165µm
_00439_,4.15µm
_00506_,4.15µm
_00588_,4.15µm
_01011_,4.145µm
_01489_,4.145µm
_02578_,4.14µm
_03417_,4.14µm
_03675_,4.14µm
_04547_,4.14µm
net1860,4.14µm
net1962,4.14µm
net2260,4.14µm
net2336,4.14µm
_01277_,4.125µm
_00252_,4.12µm
_00419_,4.12µm
_00474_,4.12µm
_00479_,4.12µm
_01211_,4.12µm
_01742_,4.12µm
_01744_,4.12µm
_01801_,4.12µm
_01803_,4.12µm
_01826_,4.12µm
_01896_,4.12µm
_04072_,4.12µm
_04087_,4.12µm
net1301,4.12µm
net2121,4.12µm
net2143,4.12µm
_01786_,4.1µm
_01799_,4.1µm
_01864_,4.1µm
_02279_,4.1µm
_03569_,4.1µm
_04336_,4.1µm
net2204,4.1µm
_00005_,4.08µm
_00096_,4.08µm
_00413_,4.08µm
_00798_,4.045µm
_01514_,4.045µm
_03188_,4.02µm
_03224_,4.02µm
_03343_,4.02µm
_04693_,4.02µm
_04793_,4.02µm
_04821_,4.02µm
_00440_,4µm
_00519_,4µm
_01746_,4µm
_01765_,4µm
_01773_,4µm
_01785_,4µm
_01792_,4µm
_01796_,4µm
_02872_,4µm
_03062_,4µm
_03124_,4µm
_03225_,4µm
_03374_,4µm
_03453_,4µm
_03522_,4µm
_03656_,4µm
_03722_,4µm
_03726_,4µm
_03765_,4µm
_04075_,4µm
_04080_,4µm
_04122_,4µm
_04390_,4µm
_04445_,4µm
_04512_,4µm
_04780_,4µm
_04799_,4µm
_04867_,4µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[10\],4µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[24\],4µm
cpu_core.id_ex_reg_inst.pc_in\[17\],4µm
cpu_core.id_ex_reg_inst.pc_in\[20\],4µm
cpu_core.id_ex_reg_inst.pc_in\[24\],4µm
cpu_core.id_ex_reg_inst.pc_in\[28\],4µm
cpu_core.id_ex_reg_inst.pc_in\[7\],4µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[6\],4µm
cpu_core.mem_wb_reg_inst.read_data_out\[10\],4µm
net1282,4µm
net1325,4µm
net1362,4µm
net1554,4µm
net1963,4µm
net2044,4µm
net2061,4µm
net2097,4µm
net2115,4µm
net2195,4µm
net2233,4µm
net2289,4µm
net2296,4µm
net2325,4µm
net2360,4µm
net2401,4µm
net2421,4µm
_03231_,3.98µm
_01457_,3.975µm
_01601_,3.975µm
_00995_,3.965µm
_00684_,3.925µm
_00718_,3.925µm
_00726_,3.925µm
_00733_,3.925µm
_00782_,3.925µm
_00813_,3.925µm
_00858_,3.925µm
_00961_,3.925µm
_00964_,3.925µm
_00988_,3.925µm
_01061_,3.925µm
_01077_,3.925µm
_01096_,3.925µm
_01127_,3.925µm
_01139_,3.925µm
_01215_,3.925µm
_01231_,3.925µm
_01266_,3.925µm
_01269_,3.925µm
_01273_,3.925µm
_01360_,3.925µm
_01388_,3.925µm
_01417_,3.925µm
_01424_,3.925µm
_01479_,3.925µm
_01533_,3.925µm
_01579_,3.925µm
_01632_,3.925µm
_00281_,3.91µm
_02160_,3.9µm
_04360_,3.9µm
_04649_,3.9µm
_00212_,3.88µm
_02023_,3.88µm
_02184_,3.88µm
_02528_,3.88µm
_02536_,3.88µm
_02782_,3.88µm
_02888_,3.88µm
_03069_,3.88µm
_03135_,3.88µm
_03394_,3.88µm
_03405_,3.88µm
_03438_,3.88µm
_03606_,3.88µm
_03617_,3.88µm
_03721_,3.88µm
_04222_,3.88µm
_04427_,3.88µm
_04455_,3.88µm
_04609_,3.88µm
_04657_,3.88µm
_04668_,3.88µm
_04751_,3.88µm
cpu_core.alu_result_wb\[30\],3.88µm
cpu_core.dmem_funct3\[1\],3.88µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[11\],3.88µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[14\],3.88µm
net1288,3.88µm
net1662,3.88µm
net1679,3.88µm
net1686,3.88µm
net1710,3.88µm
_00445_,3.86µm
_02619_,3.86µm
_01825_,3.845µm
_00344_,3.81µm
_00532_,3.81µm
_00682_,3.805µm
_00855_,3.805µm
_00873_,3.805µm
_01067_,3.805µm
_01141_,3.805µm
_01262_,3.805µm
_01366_,3.805µm
_01516_,3.805µm
_01692_,3.805µm
_00901_,3.78µm
_01017_,3.78µm
_01030_,3.78µm
_01035_,3.78µm
_01431_,3.78µm
_04205_,3.78µm
net1466,3.78µm
net1480,3.78µm
net1510,3.78µm
net1559,3.78µm
net1561,3.78µm
net1588,3.78µm
net1639,3.78µm
net1701,3.78µm
net1703,3.78µm
net1742,3.78µm
net1744,3.78µm
net1745,3.78µm
net1801,3.78µm
net1841,3.78µm
net1878,3.78µm
net1931,3.78µm
net1948,3.78µm
net1961,3.78µm
net2098,3.78µm
net2106,3.78µm
net2133,3.78µm
net2146,3.78µm
net2156,3.78µm
net2206,3.78µm
net2254,3.78µm
net2372,3.78µm
net2393,3.78µm
net2411,3.78µm
_02725_,3.775µm
_00049_,3.76µm
_00214_,3.76µm
_00221_,3.76µm
_00257_,3.76µm
_00289_,3.76µm
_00371_,3.76µm
_00389_,3.76µm
_00456_,3.76µm
_00504_,3.76µm
_00513_,3.76µm
_00582_,3.76µm
_00631_,3.76µm
_00678_,3.76µm
_02349_,3.76µm
_04630_,3.76µm
net2130,3.76µm
net2395,3.76µm
_00500_,3.74µm
_02607_,3.74µm
_04503_,3.74µm
_04600_,3.74µm
cpu_core.alu_result_wb\[14\],3.74µm
cpu_core.alu_result_wb\[26\],3.74µm
net1521,3.74µm
net1656,3.74µm
net1775,3.74µm
net1914,3.74µm
net2211,3.74µm
net2234,3.74µm
net2356,3.74µm
net2359,3.74µm
_00713_,3.705µm
_00831_,3.705µm
_01198_,3.705µm
_01256_,3.705µm
_01430_,3.705µm
_01471_,3.705µm
_01495_,3.705µm
_01589_,3.705µm
_01595_,3.705µm
_01596_,3.705µm
_01619_,3.705µm
_00611_,3.69µm
_01028_,3.685µm
_01201_,3.685µm
_01694_,3.685µm
_02605_,3.68µm
_03040_,3.68µm
_03540_,3.68µm
_03597_,3.68µm
_03697_,3.68µm
_04440_,3.68µm
_04730_,3.68µm
cpu_core.id_ex_reg_inst.pc_in\[8\],3.68µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[19\],3.68µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[5\],3.68µm
net1625,3.68µm
net1942,3.68µm
net1989,3.68µm
net2161,3.68µm
net2189,3.68µm
net2304,3.68µm
net2328,3.68µm
net2354,3.68µm
net2400,3.68µm
_00018_,3.66µm
_00673_,3.66µm
_00921_,3.66µm
_01416_,3.66µm
_01659_,3.66µm
_01738_,3.66µm
_01759_,3.66µm
_01793_,3.66µm
_02318_,3.66µm
_03433_,3.66µm
_04365_,3.66µm
_04472_,3.66µm
_04663_,3.66µm
_04838_,3.66µm
net1283,3.66µm
net1734,3.66µm
net2018,3.66µm
net2314,3.66µm
_00546_,3.64µm
_00568_,3.64µm
_02611_,3.64µm
_03811_,3.64µm
_04093_,3.64µm
net1324,3.64µm
_00933_,3.635µm
_01410_,3.635µm
_01585_,3.635µm
cpu_core.alu_result_wb\[5\],3.6µm
_00333_,3.59µm
_00400_,3.59µm
_00671_,3.59µm
_00947_,3.585µm
_01008_,3.585µm
_04315_,3.565µm
_02549_,3.56µm
_03001_,3.56µm
_03002_,3.56µm
_03355_,3.56µm
_03390_,3.56µm
_03889_,3.56µm
_04464_,3.56µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[2\],3.56µm
cpu_core.id_ex_reg_inst.pc_in\[30\],3.56µm
net2399,3.56µm
net2472,3.56µm
_00004_,3.54µm
_00114_,3.54µm
_01751_,3.54µm
_01807_,3.54µm
_01822_,3.54µm
_01854_,3.54µm
_02199_,3.54µm
_02506_,3.54µm
_02818_,3.54µm
_03237_,3.54µm
_03404_,3.54µm
_03439_,3.54µm
_03516_,3.54µm
_04043_,3.54µm
_04062_,3.54µm
_04196_,3.54µm
_04258_,3.54µm
_04294_,3.54µm
_04312_,3.54µm
_04412_,3.54µm
_04438_,3.54µm
_04475_,3.54µm
_04662_,3.54µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[20\],3.54µm
cpu_core.id_ex_reg_inst.pc_in\[13\],3.54µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[12\],3.54µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[2\],3.54µm
net1342,3.54µm
net1382,3.54µm
net1499,3.54µm
net1977,3.54µm
net2003,3.54µm
net2035,3.54µm
net2244,3.54µm
net2318,3.54µm
net2362,3.54µm
_00267_,3.52µm
_04340_,3.52µm
cpu_core.ex_mem_reg_inst.reg_write_in,3.52µm
_01349_,3.515µm
_01422_,3.515µm
_00900_,3.505µm
_01671_,3.505µm
_01082_,3.485µm
_01113_,3.485µm
_00388_,3.47µm
_00694_,3.465µm
_00701_,3.465µm
_00702_,3.465µm
_00703_,3.465µm
_00709_,3.465µm
_00763_,3.465µm
_00785_,3.465µm
_00790_,3.465µm
_00811_,3.465µm
_00812_,3.465µm
_00819_,3.465µm
_00827_,3.465µm
_00842_,3.465µm
_00863_,3.465µm
_00879_,3.465µm
_00884_,3.465µm
_00898_,3.465µm
_00905_,3.465µm
_00943_,3.465µm
_00944_,3.465µm
_00966_,3.465µm
_00968_,3.465µm
_01003_,3.465µm
_01006_,3.465µm
_01029_,3.465µm
_01042_,3.465µm
_01054_,3.465µm
_01055_,3.465µm
_01058_,3.465µm
_01075_,3.465µm
_01095_,3.465µm
_01112_,3.465µm
_01151_,3.465µm
_01154_,3.465µm
_01156_,3.465µm
_01174_,3.465µm
_01221_,3.465µm
_01225_,3.465µm
_01227_,3.465µm
_01233_,3.465µm
_01241_,3.465µm
_01247_,3.465µm
_01282_,3.465µm
_01291_,3.465µm
_01296_,3.465µm
_01297_,3.465µm
_01318_,3.465µm
_01386_,3.465µm
_01394_,3.465µm
_01399_,3.465µm
_01408_,3.465µm
_01420_,3.465µm
_01423_,3.465µm
_01477_,3.465µm
_01484_,3.465µm
_01498_,3.465µm
_01500_,3.465µm
_01512_,3.465µm
_01529_,3.465µm
_01532_,3.465µm
_01534_,3.465µm
_01549_,3.465µm
_01566_,3.465µm
_01576_,3.465µm
_01611_,3.465µm
_01612_,3.465µm
_01616_,3.465µm
_01621_,3.465µm
_01703_,3.465µm
_00390_,3.44µm
_00477_,3.44µm
_02897_,3.44µm
_03165_,3.44µm
_04407_,3.44µm
_04847_,3.44µm
_02552_,3.42µm
_02794_,3.42µm
_03074_,3.42µm
_03413_,3.42µm
_03580_,3.42µm
_03690_,3.42µm
_03814_,3.42µm
_04109_,3.42µm
_04388_,3.42µm
_04473_,3.42µm
_04529_,3.42µm
_04707_,3.42µm
cpu_core.alu_result_wb\[2\],3.42µm
cpu_core.alu_result_wb\[8\],3.42µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[28\],3.42µm
cpu_core.mem_wb_reg_inst.read_data_out\[18\],3.42µm
net1286,3.42µm
net1473,3.42µm
net1547,3.42µm
net1566,3.42µm
net1584,3.42µm
net1666,3.42µm
net1677,3.42µm
net1718,3.42µm
net1728,3.42µm
net1781,3.42µm
net1852,3.42µm
net2008,3.42µm
net2014,3.42µm
net2320,3.42µm
net2436,3.42µm
_00290_,3.4µm
_00359_,3.4µm
_03548_,3.4µm
_01768_,3.385µm
_02589_,3.38µm
_00542_,3.35µm
_00846_,3.345µm
_00880_,3.345µm
_00945_,3.345µm
_01111_,3.345µm
_01240_,3.345µm
_01257_,3.345µm
_01271_,3.345µm
_01317_,3.345µm
_01374_,3.345µm
_01435_,3.345µm
_01547_,3.345µm
_01662_,3.34µm
_00962_,3.32µm
_01142_,3.32µm
_01336_,3.32µm
_01573_,3.32µm
_01683_,3.32µm
_02545_,3.32µm
_03477_,3.32µm
_04305_,3.32µm
_04766_,3.32µm
net1395,3.32µm
net1407,3.32µm
net1437,3.32µm
net1475,3.32µm
net1509,3.32µm
net1553,3.32µm
net1681,3.32µm
net1733,3.32µm
net1803,3.32µm
net1814,3.32µm
net1824,3.32µm
net1832,3.32µm
net1848,3.32µm
net1854,3.32µm
net1861,3.32µm
net1879,3.32µm
net1883,3.32µm
net2017,3.32µm
net2069,3.32µm
net2087,3.32µm
net2231,3.32µm
net2241,3.32µm
net2268,3.32µm
net2319,3.32µm
net2350,3.32µm
net2381,3.32µm
net2424,3.32µm
_00202_,3.3µm
_00317_,3.3µm
_00334_,3.3µm
_00357_,3.3µm
_00376_,3.3µm
_00535_,3.3µm
_00538_,3.3µm
_00550_,3.3µm
_00562_,3.3µm
_02526_,3.3µm
_02635_,3.3µm
_03367_,3.3µm
_01012_,3.295µm
_01016_,3.295µm
cpu_core.alu_result_wb\[20\],3.28µm
cpu_core.alu_result_wb\[22\],3.28µm
cpu_core.alu_result_wb\[27\],3.28µm
cpu_core.alu_result_wb\[19\],3.26µm
_00697_,3.245µm
_00707_,3.245µm
_00714_,3.245µm
_00797_,3.245µm
_00820_,3.245µm
_00839_,3.245µm
_00889_,3.245µm
_00986_,3.245µm
_01065_,3.245µm
_01137_,3.245µm
_01149_,3.245µm
_01193_,3.245µm
_01194_,3.245µm
_01196_,3.245µm
_01203_,3.245µm
_01204_,3.245µm
_01220_,3.245µm
_01243_,3.245µm
_01293_,3.245µm
_01306_,3.245µm
_01330_,3.245µm
_01405_,3.245µm
_01414_,3.245µm
_01482_,3.245µm
_01501_,3.245µm
_01503_,3.245µm
_01508_,3.245µm
_01604_,3.245µm
_01695_,3.245µm
_00191_,3.23µm
_00220_,3.23µm
_00227_,3.23µm
_00272_,3.23µm
_00666_,3.23µm
_00990_,3.225µm
_01206_,3.225µm
_01528_,3.225µm
_00157_,3.22µm
_02615_,3.22µm
_03149_,3.22µm
_03834_,3.22µm
_04242_,3.22µm
_04300_,3.22µm
_04804_,3.22µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[23\],3.22µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[27\],3.22µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[29\],3.22µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[8\],3.22µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[24\],3.22µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[28\],3.22µm
cpu_core.id_ex_reg_inst.pc_in\[0\],3.22µm
cpu_core.id_ex_reg_inst.pc_in\[10\],3.22µm
cpu_core.id_ex_reg_inst.pc_in\[19\],3.22µm
cpu_core.id_ex_reg_inst.pc_in\[29\],3.22µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[20\],3.22µm
cpu_core.id_ex_reg_inst.rd_addr_in\[2\],3.22µm
net1420,3.22µm
net1424,3.22µm
net1425,3.22µm
net1535,3.22µm
net1555,3.22µm
net1622,3.22µm
net1658,3.22µm
net1678,3.22µm
net1795,3.22µm
net1916,3.22µm
net1929,3.22µm
net1936,3.22µm
net1952,3.22µm
net1970,3.22µm
net2078,3.22µm
net2370,3.22µm
net2398,3.22µm
_00161_,3.2µm
_01303_,3.2µm
_01720_,3.2µm
_01728_,3.2µm
_01732_,3.2µm
_02131_,3.2µm
_04318_,3.2µm
_04843_,3.2µm
net1275,3.2µm
net1291,3.2µm
net1383,3.2µm
net1415,3.2µm
net1534,3.2µm
net1776,3.2µm
net1825,3.2µm
net1838,3.2µm
net1839,3.2µm
_03200_,3.19µm
_00233_,3.18µm
_00287_,3.18µm
_00533_,3.18µm
_00539_,3.18µm
_00584_,3.18µm
_00663_,3.18µm
_02570_,3.18µm
_02599_,3.18µm
_02625_,3.18µm
_00914_,3.175µm
_01091_,3.175µm
_01119_,3.175µm
_01121_,3.175µm
_01511_,3.175µm
_01642_,3.175µm
_01674_,3.175µm
_00927_,3.165µm
_00452_,3.15µm
_00653_,3.15µm
_00655_,3.15µm
_01049_,3.145µm
_00426_,3.13µm
_00437_,3.13µm
_00641_,3.13µm
_00721_,3.125µm
_00760_,3.125µm
_00824_,3.125µm
_00870_,3.125µm
_01165_,3.125µm
_01207_,3.125µm
_01365_,3.125µm
_01393_,3.125µm
_01679_,3.125µm
_03189_,3.1µm
_03661_,3.1µm
_03953_,3.1µm
_04042_,3.1µm
_04270_,3.1µm
_04690_,3.1µm
_04764_,3.1µm
_00059_,3.08µm
_00061_,3.08µm
_00086_,3.08µm
_00577_,3.08µm
_01710_,3.08µm
_01739_,3.08µm
_01752_,3.08µm
_01791_,3.08µm
_01820_,3.08µm
_02353_,3.08µm
_02827_,3.08µm
_03080_,3.08µm
_03255_,3.08µm
_03270_,3.08µm
_03297_,3.08µm
_03347_,3.08µm
_03446_,3.08µm
_03587_,3.08µm
_03637_,3.08µm
_03705_,3.08µm
_03732_,3.08µm
_04217_,3.08µm
_04264_,3.08µm
_04347_,3.08µm
_04375_,3.08µm
_04636_,3.08µm
_04640_,3.08µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[26\],3.08µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[15\],3.08µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[26\],3.08µm
cpu_core.id_ex_reg_inst.pc_in\[22\],3.08µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[13\],3.08µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[17\],3.08µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[30\],3.08µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[4\],3.08µm
net1266,3.08µm
net1269,3.08µm
net1330,3.08µm
net1366,3.08µm
net1687,3.08µm
net1750,3.08µm
net1891,3.08µm
net1897,3.08µm
net2042,3.08µm
net2066,3.08µm
net2075,3.08µm
net2141,3.08µm
net2214,3.08µm
net2454,3.08µm
_00213_,3.06µm
_00352_,3.06µm
_00404_,3.06µm
_00792_,3.045µm
_00848_,3.045µm
_00969_,3.045µm
_01107_,3.045µm
_01483_,3.045µm
_01488_,3.045µm
_01545_,3.045µm
_01580_,3.045µm
_00379_,3.03µm
_00497_,3.03µm
_00679_,3.03µm
_00706_,3.005µm
_00708_,3.005µm
_00722_,3.005µm
_00775_,3.005µm
_00802_,3.005µm
_00917_,3.005µm
_00919_,3.005µm
_00984_,3.005µm
_00994_,3.005µm
_00998_,3.005µm
_01021_,3.005µm
_01024_,3.005µm
_01056_,3.005µm
_01063_,3.005µm
_01078_,3.005µm
_01100_,3.005µm
_01101_,3.005µm
_01181_,3.005µm
_01223_,3.005µm
_01230_,3.005µm
_01254_,3.005µm
_01283_,3.005µm
_01371_,3.005µm
_01381_,3.005µm
_01433_,3.005µm
_01441_,3.005µm
_01456_,3.005µm
_01524_,3.005µm
_01597_,3.005µm
_01295_,2.98µm
_01378_,2.98µm
_02791_,2.98µm
_02875_,2.98µm
_03344_,2.98µm
_04331_,2.98µm
_04774_,2.98µm
net1393,2.98µm
_03537_,2.965µm
_00273_,2.96µm
_00282_,2.96µm
_00288_,2.96µm
_00304_,2.96µm
_00523_,2.96µm
_00633_,2.96µm
_01721_,2.96µm
_02061_,2.96µm
_02108_,2.96µm
_02373_,2.96µm
_02809_,2.96µm
_02849_,2.96µm
_03140_,2.96µm
_03674_,2.96µm
_03736_,2.96µm
_03867_,2.96µm
_03873_,2.96µm
_03906_,2.96µm
_04250_,2.96µm
_04341_,2.96µm
_04352_,2.96µm
_04576_,2.96µm
_04653_,2.96µm
cpu_core.ex_mem_reg_inst.mem_to_reg_out,2.96µm
cpu_core.id_ex_reg_inst.pc_in\[15\],2.96µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[23\],2.96µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[29\],2.96µm
net1345,2.96µm
net1359,2.96µm
net1370,2.96µm
net1387,2.96µm
net1457,2.96µm
net1459,2.96µm
net1462,2.96µm
net1609,2.96µm
net1672,2.96µm
net1692,2.96µm
net1849,2.96µm
net1887,2.96µm
net1997,2.96µm
net2039,2.96µm
net2388,2.96µm
net2415,2.96µm
_01093_,2.945µm
_01172_,2.885µm
_01323_,2.885µm
_01331_,2.885µm
_01454_,2.885µm
_01608_,2.885µm
_01701_,2.885µm
_00738_,2.86µm
_00769_,2.86µm
_00777_,2.86µm
_00791_,2.86µm
_00806_,2.86µm
_00918_,2.86µm
_00999_,2.86µm
_01325_,2.86µm
_01418_,2.86µm
_01442_,2.86µm
_01551_,2.86µm
_01554_,2.86µm
_01607_,2.86µm
_02591_,2.86µm
_03566_,2.86µm
_04752_,2.86µm
net1673,2.86µm
net1689,2.86µm
net1690,2.86µm
net1722,2.86µm
net1790,2.86µm
net1811,2.86µm
net1823,2.86µm
net1837,2.86µm
net1858,2.86µm
net1896,2.86µm
net1912,2.86µm
net1955,2.86µm
net2038,2.86µm
net2154,2.86µm
net2187,2.86µm
net2205,2.86µm
net2310,2.86µm
net2332,2.86µm
net2438,2.86µm
_00192_,2.84µm
_00232_,2.84µm
_00251_,2.84µm
_00263_,2.84µm
_00268_,2.84µm
_00277_,2.84µm
_00291_,2.84µm
_00293_,2.84µm
_00309_,2.84µm
_00315_,2.84µm
_00318_,2.84µm
_00348_,2.84µm
_00368_,2.84µm
_00377_,2.84µm
_00381_,2.84µm
_00385_,2.84µm
_00402_,2.84µm
_00407_,2.84µm
_00409_,2.84µm
_00418_,2.84µm
_00438_,2.84µm
_00461_,2.84µm
_00471_,2.84µm
_00480_,2.84µm
_00499_,2.84µm
_00507_,2.84µm
_00524_,2.84µm
_00525_,2.84µm
_00527_,2.84µm
_00528_,2.84µm
_00537_,2.84µm
_00540_,2.84µm
_00541_,2.84µm
_00544_,2.84µm
_00548_,2.84µm
_00558_,2.84µm
_00570_,2.84µm
_00571_,2.84µm
_00580_,2.84µm
_00608_,2.84µm
_00619_,2.84µm
_02730_,2.84µm
_04358_,2.84µm
net1328,2.84µm
