net,length_um
net2462,143.1µm
_03996_,143.04µm
cpu_core.mem_wb_reg_inst.read_data_out\[16\],142.82µm
net231,142.72µm
_02007_,142.6µm
cpu_core.ex_stage_inst.imm_ex\[22\],142.6µm
net651,142.115µm
clknet_4_1_0_clk,142.06µm
net675,142.02µm
cpu_core.ex_stage_inst.pc_ex\[26\],141.94µm
net729,141.93µm
net227,141.86µm
net664,141.66µm
_02091_,141.58µm
net570,141.48µm
net297,141.4µm
net1178,141.22µm
net316,141.2µm
net654,141.18µm
_02072_,141.16µm
net1027,141.1µm
net1063,140.92µm
_03134_,140.76µm
net278,140.65µm
net1114,140.44µm
net641,140.3µm
net653,140.06µm
net300,139.92µm
net726,139.66µm
_02267_,139.48µm
_02311_,139.44µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[17\],139.42µm
net232,139.1µm
_02368_,138.9µm
net25,138.85µm
net1227,138.84µm
net635,138.8µm
net661,138.51µm
net240,138.475µm
net406,137.67µm
clknet_4_9_0_clk,137.6µm
cpu_core.alu_result_mem\[17\],137.38µm
cpu_core.ex_stage_inst.rs1_data_ex\[0\],137.36µm
net1216,137.34µm
cpu_core.ex_stage_inst.rs1_data_ex\[29\],137.32µm
net1001,137.31µm
net648,137.2µm
_02265_,137.18µm
net271,136.6µm
_02300_,136.56µm
cpu_core.id_ex_reg_inst.rd_addr_in\[0\],136.56µm
net649,136.46µm
net659,136.36µm
_02031_,136.235µm
net1181,136.06µm
net837,136µm
net299,135.8µm
net554,135.78µm
net275,135.68µm
net292,135.64µm
net1098,135.52µm
clknet_4_6_0_clk,135.4µm
_02123_,135.36µm
net589,135.36µm
net312,135.16µm
net266,135.14µm
net550,135.06µm
net193,135.01µm
net591,134.92µm
cpu_core.ex_stage_inst.imm_ex\[30\],134.86µm
net732,134.86µm
net576,134.84µm
cpu_core.forward_inst.mem_wb_rd\[1\],134.65µm
net251,134.45µm
net229,134.415µm
net1211,134.3µm
net265,134.18µm
cpu_core.ex_stage_inst.rs1_data_ex\[9\],134.14µm
net274,133.8µm
clknet_leaf_86_clk,133.62µm
net1049,133.54µm
_03419_,133.42µm
net2456,133.42µm
_02192_,133.34µm
net188,133.34µm
_02070_,133.24µm
net1184,133.115µm
cpu_core.ex_stage_inst.imm_ex\[21\],132.84µm
_02232_,132.68µm
cpu_core.ex_stage_inst.imm_ex\[8\],132.66µm
_01997_,132.64µm
net582,132.415µm
net187,132.3µm
net587,132.23µm
net741,132.12µm
net594,132.08µm
net309,132.06µm
_01971_,131.79µm
net192,131.69µm
net189,131.67µm
net195,131.67µm
cpu_core.control_inst.opcode\[5\],131.655µm
net190,131.65µm
net196,131.65µm
net191,131.63µm
net619,131.34µm
net172,131.05µm
_01941_,130.96µm
net246,130.86µm
net181,130.74µm
_02095_,130.6µm
net1187,130.6µm
net1207,130.54µm
_02191_,130.52µm
_02470_,130.32µm
clknet_4_14_0_clk,130.32µm
net632,130.24µm
net1195,130.22µm
net1231,129.955µm
net633,129.84µm
net253,129.62µm
net182,129.55µm
net183,129.51µm
net194,129.5µm
net317,129.42µm
net668,129.38µm
clknet_leaf_61_clk,129.24µm
net219,128.97µm
cpu_core.ex_stage_inst.imm_ex\[31\],128.62µm
net1200,128.62µm
net841,128.6µm
net572,128.58µm
net237,128.35µm
net679,128.35µm
net356,128.3µm
net302,128.16µm
_04225_,127.78µm
net217,127.77µm
clknet_5_11__leaf_clk,127.56µm
net590,127.34µm
_02299_,127.28µm
net335,126.84µm
_02043_,126.82µm
_01931_,126.7µm
net645,126.66µm
net233,126.56µm
clknet_4_7_0_clk,126.52µm
_01920_,126.43µm
net1043,126.3µm
_02093_,126.27µm
net1208,126.26µm
net197,126.25µm
net610,126.14µm
net599,125.96µm
_02032_,125.9µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[13\],125.66µm
net639,125.6µm
net15,125.51µm
clknet_leaf_133_clk,125.36µm
net1173,124.88µm
net1013,124.85µm
net1226,124.72µm
_02112_,124.68µm
_03068_,124.34µm
_01851_,124.22µm
clknet_4_3_0_clk,124.22µm
net320,124.17µm
net247,123.9µm
clknet_4_12_0_clk,123.84µm
_03491_,123.675µm
_00126_,123.6µm
net552,123.48µm
net551,123.36µm
net614,123.31µm
net1180,123.21µm
net1233,123.1µm
_02015_,123.04µm
_03280_,122.95µm
net652,122.64µm
_03875_,122.62µm
cpu_core.if_id_reg_inst.instr_out\[26\],122.52µm
_04016_,122.4µm
net420,122.15µm
_02716_,121.72µm
_02990_,121.68µm
net613,121.68µm
net566,121.56µm
_02208_,121.44µm
_03248_,121.3µm
net657,120.9µm
net718,120.76µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[0\],120.7µm
net618,120.46µm
net1109,120.4µm
net1210,120.26µm
net623,120.14µm
_02083_,120.12µm
clknet_leaf_92_clk,120.12µm
clknet_leaf_60_clk,120.1µm
clknet_leaf_17_clk,120.04µm
net678,119.9µm
net990,119.78µm
clknet_5_10__leaf_clk,119.76µm
dmem_din\[2\],119.54µm
cpu_core.if_id_reg_inst.instr_out\[29\],119.52µm
net603,119.09µm
_03839_,119µm
clknet_leaf_77_clk,118.9µm
net585,118.86µm
net714,118.69µm
net1177,118.68µm
net660,118.62µm
net306,118.36µm
net24,118.31µm
net242,118.22µm
net314,118.16µm
_01996_,117.79µm
clknet_leaf_170_clk,117.755µm
clknet_leaf_42_clk,117.74µm
net416,117.725µm
net1260,117.52µm
net622,117.26µm
_01984_,116.86µm
cpu_core.ex_stage_inst.rs1_data_ex\[10\],116.5µm
clknet_4_0_0_clk,116.18µm
net627,116.16µm
_03105_,116.1µm
net656,116.05µm
cpu_core.ex_stage_inst.rs1_data_ex\[3\],115.78µm
net608,115.56µm
net281,115.52µm
net710,115.46µm
_02136_,115.26µm
_03182_,115.06µm
net1176,114.94µm
net1188,114.86µm
net723,114.75µm
cpu_core.ex_stage_inst.pc_ex\[27\],114.62µm
net568,114.2µm
net1118,114.18µm
net1127,114.1µm
net238,113.74µm
net1111,113.68µm
cpu_core.ex_stage_inst.rs1_data_ex\[30\],113.62µm
net586,113.26µm
clknet_leaf_62_clk,113.18µm
net644,113.04µm
clknet_leaf_167_clk,113.04µm
clknet_4_2_0_clk,113µm
net1202,112.96µm
clknet_leaf_134_clk,112.9µm
net221,112.66µm
cpu_core.mem_wb_reg_inst.read_data_out\[4\],112.64µm
net1101,112.53µm
cpu_core.ex_stage_inst.pc_ex\[9\],112.48µm
net327,112.38µm
net1198,112.38µm
net547,112.35µm
cpu_core.alu_result_mem\[10\],112.32µm
clknet_leaf_176_clk,112.14µm
_00124_,112.065µm
_02284_,111.76µm
net421,111.74µm
net311,111.69µm
net1032,111.52µm
net506,111.46µm
net663,111.32µm
net650,111.29µm
clknet_4_5_0_clk,111.16µm
net1160,111.09µm
net600,111µm
clknet_leaf_38_clk,110.78µm
_01963_,110.59µm
net417,110.3µm
clknet_4_15_0_clk,110.28µm
clknet_leaf_108_clk,109.94µm
net673,109.335µm
net995,109.3µm
_03550_,109.2µm
clknet_leaf_50_clk,109.1µm
_03183_,108.98µm
clknet_leaf_206_clk,108.96µm
net658,108.86µm
clknet_leaf_97_clk,108.38µm
_02006_,108.3µm
net1222,108.28µm
cpu_core.ex_stage_inst.pc_ex\[22\],108.08µm
_01877_,107.78µm
cpu_core.ex_stage_inst.rs1_data_ex\[2\],107.7µm
cpu_core.ex_stage_inst.pc_ex\[15\],107.36µm
net1215,107.33µm
net1174,107.26µm
_03564_,106.94µm
net606,106.92µm
cpu_core.ex_stage_inst.imm_ex\[9\],106.88µm
_02683_,106.85µm
_03822_,106.78µm
net1162,106.7µm
net1125,106.56µm
_02620_,106.5µm
clknet_leaf_117_clk,106.24µm
_02370_,106.22µm
net592,106.08µm
cpu_core.ex_stage_inst.pc_ex\[19\],105.94µm
_04158_,105.92µm
_03100_,105.76µm
net1189,105.76µm
cpu_core.control_inst.opcode\[3\],105.72µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[22\],105.72µm
net631,105.64µm
net598,105.48µm
net628,105.46µm
net626,105.12µm
clknet_leaf_150_clk,105.08µm
net326,104.96µm
_02655_,104.92µm
cpu_core.forward_inst.mem_wb_rd\[0\],104.83µm
cpu_core.ex_stage_inst.pc_ex\[31\],104.74µm
net16,104.53µm
net593,104.295µm
_03465_,104.12µm
net1238,104.04µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[31\],103.66µm
cpu_core.ex_stage_inst.imm_ex\[10\],103.54µm
_03119_,103.48µm
_00038_,103.44µm
_00111_,103.34µm
_03578_,103.34µm
clknet_leaf_216_clk,103.24µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[18\],103.12µm
clknet_4_8_0_clk,103.12µm
net1183,102.9µm
cpu_core.ex_stage_inst.pc_ex\[23\],102.895µm
net669,102.82µm
clknet_leaf_123_clk,102.6µm
cpu_core.ex_stage_inst.rs1_data_ex\[31\],102.46µm
cpu_core.control_inst.opcode\[6\],102.43µm
_02713_,102.4µm
_04716_,102.22µm
_03431_,101.9µm
clknet_leaf_94_clk,101.88µm
_03441_,101.7µm
clknet_leaf_35_clk,101.66µm
net264,101.62µm
clknet_leaf_30_clk,101.58µm
_03395_,101.54µm
net243,101.42µm
net282,101.3µm
net681,101µm
clknet_leaf_179_clk,100.965µm
cpu_core.ex_stage_inst.imm_ex\[20\],100.94µm
net1171,100.94µm
net557,100.68µm
net1392,100µm
_03352_,99.96µm
net1805,99.8µm
clknet_leaf_104_clk,99.76µm
net1212,99.56µm
_03281_,99.5µm
cpu_core.mem_wb_reg_inst.read_data_out\[22\],99.44µm
_03312_,99.2µm
net1205,99.09µm
clknet_leaf_47_clk,98.88µm
net250,98.74µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[25\],98.68µm
_02242_,98.52µm
net579,98.44µm
net1385,98.4µm
net1165,98.3µm
net305,98.18µm
clknet_leaf_151_clk,97.76µm
clknet_leaf_188_clk,97.76µm
net1224,97.68µm
_00112_,97.535µm
clknet_leaf_163_clk,97.4µm
net235,97.38µm
net349,97.24µm
_04886_,97.22µm
_02147_,97.14µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[1\],96.99µm
clknet_leaf_127_clk,96.98µm
net307,96.8µm
cpu_core.ex_stage_inst.rs2_data_ex\[15\],96.72µm
_01831_,96.62µm
net1361,96.54µm
cpu_core.ex_stage_inst.rs2_data_ex\[10\],96.5µm
_00125_,96.46µm
_02296_,96.4µm
net23,96.19µm
net325,95.9µm
clknet_leaf_5_clk,95.86µm
clknet_leaf_112_clk,95.82µm
_02110_,95.56µm
clknet_leaf_139_clk,95.54µm
clknet_leaf_111_clk,95.28µm
cpu_core.ex_stage_inst.pc_ex\[21\],94.92µm
clknet_leaf_118_clk,94.92µm
clknet_leaf_171_clk,94.76µm
clknet_leaf_212_clk,94.46µm
_03538_,94.445µm
clknet_leaf_10_clk,94.4µm
clknet_leaf_202_clk,94.39µm
dmem_din\[3\],94.3µm
clknet_leaf_158_clk,94.06µm
net1194,93.82µm
clknet_leaf_140_clk,93.72µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[24\],93.5µm
clknet_leaf_205_clk,93.22µm
_02556_,92.74µm
_02159_,92.66µm
clknet_leaf_147_clk,92.54µm
clknet_leaf_137_clk,92.46µm
cpu_core.ex_stage_inst.rs1_data_ex\[28\],92.42µm
_01972_,92.26µm
_01909_,92.22µm
net1232,92.12µm
net324,91.88µm
net724,91.78µm
net611,91.76µm
cpu_core.ex_stage_inst.is_jalr_ex,91.46µm
clknet_leaf_109_clk,91.4µm
_02271_,91.1µm
clknet_leaf_34_clk,90.96µm
net721,90.83µm
clknet_leaf_105_clk,90.76µm
_04781_,90.74µm
_02568_,90.72µm
clknet_leaf_193_clk,90.5µm
_01837_,90.22µm
net409,90.14µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[10\],90µm
net561,89.98µm
_02562_,89.9µm
_02731_,89.84µm
cpu_core.mem_wb_reg_inst.read_data_out\[11\],89.74µm
net315,89.66µm
_02383_,89.6µm
net1239,89.56µm
clknet_leaf_66_clk,89.56µm
clknet_leaf_98_clk,89.555µm
net1161,89.48µm
clknet_leaf_199_clk,88.94µm
_03553_,88.92µm
_02082_,88.82µm
clknet_leaf_76_clk,88.735µm
_01962_,88.5µm
clknet_leaf_106_clk,88.1µm
clknet_leaf_20_clk,88.06µm
_03023_,87.98µm
cpu_core.ex_mem_reg_inst.rd_addr_out\[0\],87.84µm
dmem_din\[4\],87.6µm
_03042_,87.48µm
_03389_,87.44µm
_03144_,87.36µm
_03484_,87.22µm
_04694_,87µm
clknet_leaf_200_clk,86.88µm
net244,86.84µm
clknet_leaf_155_clk,86.74µm
clknet_leaf_141_clk,86.6µm
clknet_leaf_149_clk,86.52µm
clknet_leaf_59_clk,86.38µm
_03202_,86.29µm
_02343_,86.1µm
_02654_,86.02µm
clknet_leaf_183_clk,86µm
clknet_leaf_126_clk,85.81µm
cpu_core.ex_stage_inst.pc_ex\[29\],85.68µm
net1151,85.5µm
net1219,85.5µm
_03079_,85.48µm
clknet_leaf_89_clk,85.44µm
cpu_core.hazard_inst.if_id_rs1\[3\],85.18µm
cpu_core.ex_stage_inst.pc_ex\[25\],84.98µm
clknet_leaf_192_clk,84.9µm
cpu_core.mem_wb_reg_inst.read_data_out\[14\],84.84µm
net601,84.38µm
clknet_leaf_91_clk,84.26µm
_02094_,84.22µm
_01912_,84.18µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[21\],84.18µm
net1240,84.14µm
_03087_,84.02µm
net1354,84.02µm
net296,83.86µm
_03363_,83.82µm
cpu_core.ex_stage_inst.pc_ex\[28\],83.74µm
_04034_,83.68µm
net1209,83.64µm
_02993_,83.6µm
net667,83.6µm
_04398_,83.58µm
clknet_leaf_156_clk,83.58µm
clknet_leaf_52_clk,83.56µm
_03235_,83.44µm
net634,83.35µm
_03256_,83.16µm
_02171_,82.9µm
net17,82.81µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[29\],82.64µm
net560,82.62µm
clknet_leaf_135_clk,82.62µm
clknet_leaf_125_clk,82.54µm
_03034_,82.48µm
clknet_leaf_43_clk,82.4µm
clknet_leaf_32_clk,82.32µm
net328,82.24µm
_02352_,82µm
clknet_leaf_129_clk,81.98µm
clknet_leaf_207_clk,81.9µm
clknet_leaf_44_clk,81.88µm
_01923_,81.82µm
clknet_leaf_78_clk,81.82µm
net295,81.8µm
net308,81.785µm
_03220_,81.74µm
clknet_leaf_122_clk,81.74µm
_03995_,81.72µm
_03440_,81.66µm
net2463,81.54µm
clknet_leaf_48_clk,81.5µm
clknet_leaf_67_clk,81.4µm
_02881_,81.38µm
net1169,81.36µm
_03161_,81.325µm
_00130_,81.24µm
_02121_,81.2µm
clknet_leaf_41_clk,81.115µm
_02901_,81.1µm
net569,81.08µm
_02630_,81.06µm
_04879_,80.8µm
_03171_,80.76µm
net1223,80.68µm
clknet_leaf_2_clk,80.56µm
cpu_core.ex_mem_reg_inst.rd_addr_out\[2\],80.545µm
_01983_,80.48µm
_03926_,80.48µm
net2461,80.43µm
net1225,80.06µm
clknet_leaf_130_clk,80.04µm
clknet_leaf_6_clk,79.96µm
clknet_leaf_113_clk,79.96µm
_03388_,79.8µm
_01929_,79.78µm
clknet_leaf_161_clk,79.74µm
_02069_,79.52µm
_03110_,79.52µm
_03559_,79.46µm
net596,79.42µm
_01913_,79.36µm
_02531_,79.3µm
clknet_leaf_211_clk,79.2µm
funct3_r\[2\],78.9µm
clknet_leaf_178_clk,78.86µm
clknet_leaf_28_clk,78.84µm
clknet_leaf_85_clk,78.84µm
net609,78.78µm
_03879_,78.74µm
clknet_leaf_46_clk,78.48µm
_02468_,78.36µm
net733,78.3µm
clknet_leaf_214_clk,78.18µm
net165,78.16µm
clknet_leaf_9_clk,77.8µm
_03507_,77.78µm
clknet_leaf_15_clk,77.78µm
clknet_leaf_107_clk,77.68µm
clknet_leaf_160_clk,77.64µm
_02914_,77.38µm
clknet_leaf_26_clk,77.36µm
net2464,77.36µm
_02339_,77.3µm
net220,77.22µm
clknet_leaf_45_clk,76.72µm
net583,76.7µm
_02163_,76.46µm
net1170,76.44µm
_03229_,76.42µm
clknet_leaf_124_clk,76.4µm
clknet_leaf_223_clk,76.32µm
clknet_leaf_114_clk,76.3µm
clknet_leaf_177_clk,76.24µm
clknet_leaf_90_clk,76.22µm
_03005_,76µm
clknet_leaf_101_clk,75.96µm
clknet_leaf_96_clk,75.88µm
cpu_core.ex_stage_inst.pc_ex\[14\],75.86µm
clknet_leaf_65_clk,75.84µm
cpu_core.ex_stage_inst.pc_ex\[18\],75.7µm
cpu_core.ex_stage_inst.rs1_data_ex\[26\],75.6µm
net318,75.48µm
_02892_,75.42µm
_04672_,75.42µm
clknet_leaf_7_clk,75.38µm
_03334_,75.36µm
net22,75.25µm
clknet_leaf_33_clk,75.18µm
net1367,75.025µm
clknet_leaf_36_clk,74.94µm
clknet_leaf_74_clk,74.88µm
net313,74.82µm
_03960_,74.74µm
clknet_leaf_8_clk,74.68µm
clknet_leaf_21_clk,74.56µm
_04206_,74.5µm
_00190_,74.3µm
clknet_leaf_201_clk,74.24µm
_03451_,74.14µm
clknet_leaf_64_clk,74.12µm
_02173_,74.105µm
clknet_leaf_24_clk,74.04µm
clknet_leaf_138_clk,73.82µm
_01957_,73.72µm
_02186_,73.68µm
net276,73.63µm
net298,73.62µm
_03107_,73.6µm
net734,73.58µm
clknet_leaf_12_clk,73.54µm
_02803_,73.52µm
net351,73.46µm
cpu_core.forward_inst.mem_wb_rd\[2\],73.4µm
_04873_,73.3µm
cpu_core.ex_stage_inst.imm_ex\[7\],73.16µm
net329,73.14µm
_02542_,72.96µm
_02145_,72.88µm
_03733_,72.88µm
cpu_core.ex_stage_inst.rs2_data_ex\[13\],72.88µm
_04687_,72.8µm
clknet_leaf_13_clk,72.76µm
_04548_,72.48µm
_03892_,72.38µm
net671,72.38µm
cpu_core.ex_stage_inst.imm_ex\[17\],72.32µm
_00159_,72.26µm
_04539_,72.14µm
clknet_leaf_132_clk,72.12µm
clknet_leaf_142_clk,71.78µm
net722,71.765µm
clknet_leaf_173_clk,71.74µm
_02157_,71.62µm
_00109_,71.58µm
_03128_,71.52µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[20\],71.42µm
cpu_core.ex_stage_inst.pc_ex\[24\],71.34µm
clknet_leaf_144_clk,71.26µm
net647,71.22µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[30\],71.14µm
clknet_leaf_184_clk,71.055µm
_02149_,71µm
_02408_,70.98µm
clknet_leaf_128_clk,70.935µm
_03885_,70.84µm
clknet_leaf_29_clk,70.78µm
cpu_core.alu_result_mem\[1\],70.72µm
clknet_leaf_93_clk,70.62µm
clknet_leaf_115_clk,70.48µm
_02255_,70.46µm
_02014_,70.26µm
_03036_,70.26µm
_03364_,70.04µm
clknet_leaf_159_clk,70µm
net1175,69.9µm
_02269_,69.7µm
net1332,69.7µm
_02018_,69.47µm
_03212_,69.46µm
_02673_,69.2µm
clknet_leaf_51_clk,69.18µm
_03000_,69.08µm
_03115_,69µm
_03163_,68.94µm
_03375_,68.94µm
net725,68.84µm
_04181_,68.74µm
_02081_,68.58µm
_00142_,68.1µm
net1199,68.03µm
net273,67.94µm
net1336,67.94µm
_04880_,67.7µm
net1381,67.6µm
_03611_,67.52µm
cpu_core.forward_inst.id_ex_rs2\[0\],67.45µm
net304,67.4µm
_04076_,67.22µm
clknet_leaf_39_clk,67.22µm
_03547_,67.1µm
net1335,66.94µm
_03684_,66.72µm
net1163,66.58µm
clknet_leaf_182_clk,66.54µm
clknet_leaf_166_clk,66.48µm
_02674_,66.42µm
_03030_,66.36µm
clknet_leaf_191_clk,66.18µm
clknet_leaf_153_clk,66.17µm
_02995_,66.1µm
net279,66.07µm
_03372_,66µm
clknet_leaf_37_clk,65.98µm
_03662_,65.82µm
net1334,65.8µm
clknet_leaf_68_clk,65.72µm
_02204_,65.66µm
_02282_,65.56µm
clknet_leaf_69_clk,65.28µm
_03016_,65.2µm
_01910_,65.18µm
_03136_,65.16µm
_01927_,65.14µm
clknet_leaf_16_clk,65µm
_03187_,64.94µm
net209,64.94µm
clknet_leaf_190_clk,64.84µm
cpu_core.ex_stage_inst.pc_ex\[30\],64.82µm
_02735_,64.8µm
net1338,64.64µm
cpu_core.ex_stage_inst.rs1_data_ex\[24\],64.52µm
_04292_,64.44µm
net2474,64.4µm
cpu_core.ex_stage_inst.rs2_data_ex\[23\],64.34µm
clknet_leaf_31_clk,64.05µm
_01845_,63.98µm
_02596_,63.92µm
clknet_leaf_4_clk,63.92µm
_02540_,63.88µm
clknet_leaf_217_clk,63.84µm
_04168_,63.82µm
clknet_leaf_14_clk,63.76µm
clknet_leaf_208_clk,63.72µm
_02592_,63.6µm
_02650_,63.54µm
clknet_leaf_218_clk,63.54µm
_04558_,63.4µm
_03222_,63.12µm
net581,62.975µm
clknet_leaf_110_clk,62.92µm
cpu_core.forward_inst.mem_wb_rd\[3\],62.905µm
_02604_,62.84µm
clknet_leaf_180_clk,62.8µm
_04033_,62.78µm
_01916_,62.74µm
net348,62.5µm
_02586_,62.42µm
cpu_core.forward_inst.mem_wb_rd\[4\],62.32µm
byte_offset_r\[1\],62.27µm
_04244_,62.26µm
_01975_,62.02µm
net640,61.88µm
_02645_,61.86µm
cpu_core.ex_mem_reg_inst.reg_write_out,61.84µm
clknet_leaf_18_clk,61.66µm
_01987_,61.62µm
net18,61.57µm
net283,61.49µm
clknet_leaf_136_clk,61.3µm
clknet_leaf_215_clk,61.3µm
_03154_,61.26µm
_02374_,61.14µm
cpu_core.ex_stage_inst.rs2_data_ex\[26\],61.12µm
cpu_core.ex_mem_reg_inst.rd_addr_in\[4\],60.98µm
_03204_,60.88µm
clknet_leaf_152_clk,60.86µm
net548,60.8µm
net1166,60.46µm
_03418_,60.2µm
clknet_leaf_164_clk,59.95µm
_01855_,59.74µm
_02796_,59.74µm
cpu_core.ex_stage_inst.pc_ex\[13\],59.68µm
_03121_,59.66µm
clknet_leaf_95_clk,59.58µm
_01844_,59.57µm
_02541_,59.31µm
cpu_core.ex_stage_inst.pc_ex\[10\],59.3µm
net1234,59.22µm
net252,59.2µm
_02485_,59.14µm
clknet_leaf_56_clk,58.9µm
clknet_leaf_100_clk,58.82µm
clknet_leaf_25_clk,58.78µm
clknet_leaf_1_clk,58.74µm
_02558_,58.66µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[23\],58.66µm
clknet_leaf_157_clk,58.66µm
clknet_leaf_73_clk,58.57µm
clknet_leaf_57_clk,58.48µm
_03031_,58.395µm
cpu_core.ex_stage_inst.rs1_data_ex\[25\],58.26µm
_02270_,58.22µm
_02182_,58.12µm
_03219_,58.1µm
clknet_leaf_185_clk,57.94µm
_03921_,57.82µm
_04627_,57.765µm
cpu_core.ex_mem_reg_inst.rd_addr_in\[2\],57.73µm
_02924_,57.68µm
clknet_leaf_194_clk,57.68µm
_04332_,57.66µm
cpu_core.control_inst.opcode\[4\],57.62µm
net1343,57.6µm
_03487_,57.56µm
_04584_,57.56µm
_03063_,57.14µm
_03169_,57.14µm
net544,57.14µm
cpu_core.ex_mem_reg_inst.rd_addr_in\[0\],57.03µm
_02927_,56.96µm
_02429_,56.88µm
net413,56.7µm
net2465,56.46µm
_04144_,56.4µm
clknet_leaf_0_clk,56.38µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[11\],56.2µm
cpu_core.ex_stage_inst.pc_ex\[12\],56.16µm
net565,55.94µm
clknet_leaf_23_clk,55.84µm
_04079_,55.82µm
_02356_,55.68µm
_02000_,55.6µm
net255,55.24µm
_03401_,55.18µm
_04807_,54.98µm
_03223_,54.96µm
cpu_core.ex_mem_reg_inst.rd_addr_out\[3\],54.96µm
clknet_leaf_70_clk,54.84µm
clknet_leaf_198_clk,54.72µm
clknet_leaf_79_clk,54.6µm
net21,54.59µm
_00129_,54.46µm
_03039_,54.46µm
clknet_leaf_11_clk,54.42µm
net1389,54.42µm
clknet_leaf_40_clk,54.34µm
clknet_leaf_58_clk,54.34µm
_04238_,54.24µm
_02189_,54.06µm
_02904_,54µm
_03913_,54µm
_02029_,53.9µm
_04355_,53.88µm
_01928_,53.76µm
_02405_,53.76µm
_04007_,53.74µm
_00167_,53.72µm
_02560_,53.56µm
_02445_,53.43µm
_00110_,53.32µm
net208,53.28µm
net1398,53.065µm
_03715_,52.96µm
clknet_leaf_54_clk,52.96µm
_03323_,52.92µm
_03905_,52.88µm
_02231_,52.86µm
_02530_,52.82µm
_02105_,52.8µm
_04776_,52.76µm
cpu_core.alu_result_mem\[0\],52.74µm
clknet_leaf_210_clk,52.64µm
cpu_core.ex_stage_inst.rs2_data_ex\[3\],52.54µm
_03174_,52.32µm
clknet_leaf_169_clk,52.28µm
_03052_,52.04µm
cpu_core.ex_stage_inst.rs2_data_ex\[11\],52.04µm
_04665_,51.98µm
_00087_,51.92µm
_03177_,51.88µm
clknet_leaf_162_clk,51.88µm
clknet_leaf_148_clk,51.86µm
_03150_,51.84µm
_03283_,51.84µm
clknet_leaf_103_clk,51.84µm
_03909_,51.7µm
_03560_,51.58µm
clknet_leaf_145_clk,51.52µm
clknet_leaf_174_clk,51.48µm
net629,51.42µm
clknet_leaf_197_clk,51.38µm
cpu_core.ex_stage_inst.imm_ex\[16\],51.36µm
_04835_,51.295µm
cpu_core.mem_wb_reg_inst.read_data_out\[3\],51.04µm
_02111_,51.02µm
_02598_,51µm
clknet_leaf_87_clk,50.94µm
clknet_leaf_116_clk,50.86µm
cpu_core.ex_stage_inst.rs1_data_ex\[18\],50.82µm
net1228,50.82µm
_03572_,50.74µm
_03240_,50.68µm
_03795_,50.66µm
_04137_,50.66µm
cpu_core.ex_mem_reg_inst.rd_addr_out\[4\],50.38µm
clknet_leaf_213_clk,50.36µm
cpu_core.ex_stage_inst.imm_ex\[12\],50.34µm
_02651_,50.18µm
cpu_core.ex_stage_inst.rs1_data_ex\[27\],50.16µm
cpu_core.ex_stage_inst.pc_ex\[5\],50.04µm
clknet_leaf_189_clk,49.98µm
clknet_leaf_3_clk,49.94µm
_04852_,49.92µm
cpu_core.ex_stage_inst.rs1_data_ex\[12\],49.88µm
